txid,timestamp,src_ip,dst_ip,src_port,dst_port,protocol,network_timestamp,connection_duration_sec,packet_count,bytes_transferred,src_country,dst_country,src_asn,dst_asn
TX10009281,2026-04-21 04:49:00,10.11.30.4,10.15.10.4,18333,8333,TCP,2026-04-21 04:48:58,65.877,98,32681,AU,NL,AS4804,AS6830
TX10005565,2026-04-21 05:01:00,10.12.10.4,10.13.30.5,18444,8333,TCP,2026-04-21 05:00:56,25.89,81,58875,IN,CA,AS55836,AS812
TX10006984,2026-04-21 05:29:00,10.15.10.2,10.14.10.6,18444,8333,TCP,2026-04-21 05:28:53,35.628,61,40680,US,NL,AS15169,AS1136
TX10000307,2026-04-21 05:57:00,10.11.20.5,10.15.10.6,18333,8333,TCP,2026-04-21 05:56:59,7.681,3511,757179,US,NL,AS7922,AS6830
TX10001447,2026-04-21 07:24:00,10.12.20.7,10.12.20.5,18444,8333,TCP,2026-04-21 07:23:46,38.371,364,39129,DE,GB,AS3320,AS2856
TX10004261,2026-04-21 07:25:00,10.11.10.4,10.11.10.7,18333,8333,TCP,2026-04-21 07:24:51,82.203,103,51958,IN,AU,AS55836,AS1221
TX10004614,2026-04-21 07:38:00,10.15.10.3,10.14.20.3,18333,8333,TCP,2026-04-21 07:37:46,21.935,31,6820,US,NL,AS7018,AS6830
TX10005751,2026-04-21 07:41:00,10.15.30.3,10.13.30.2,18444,8333,TCP,2026-04-21 07:41:00,64.735,374,48551,IN,CA,AS45609,AS812
TX10003152,2026-04-21 08:12:00,10.14.10.1,10.13.10.6,18333,8333,TCP,2026-04-21 08:11:47,89.377,31,53439,NL,GB,AS1136,AS5089
TX10007194,2026-04-21 10:11:00,10.12.20.4,10.14.10.4,18333,8333,TCP,2026-04-21 10:10:41,80.522,274,30175,DE,US,AS6805,AS7922
TX10000708,2026-04-21 10:31:00,10.15.30.7,10.12.10.5,18333,8333,TCP,2026-04-21 10:30:58,0.36,3174,480141,NL,AU,AS1136,AS1221
TX10003733,2026-04-21 10:50:00,10.13.20.8,10.11.30.6,8333,8333,TCP,2026-04-21 10:49:50,77.16,35,34700,IN,DE,AS45609,AS3320
TX10004817,2026-04-21 11:30:00,10.13.10.7,10.13.20.3,8333,8333,TCP,2026-04-21 11:29:51,39.53,368,2548,IN,AU,AS4755,AS4804
TX10002553,2026-04-21 12:26:00,10.11.30.1,10.12.30.2,8333,8333,TCP,2026-04-21 12:25:44,40.965,141,40354,DE,DE,AS3320,AS3320
TX10006422,2026-04-21 12:34:00,10.11.10.6,10.12.30.2,8333,8333,TCP,2026-04-21 12:33:46,10.437,387,55461,IN,AU,AS55836,AS1221
TX10008118,2026-04-21 13:16:00,10.12.20.1,10.11.20.6,18444,8333,TCP,2026-04-21 13:15:57,64.229,182,42075,AU,CA,AS4804,AS812
TX10004803,2026-04-21 14:35:00,10.13.10.1,10.11.30.3,18444,8333,TCP,2026-04-21 14:35:00,14.555,313,35054,IN,IN,AS4755,AS45609
TX10005421,2026-04-21 14:46:00,10.14.10.6,10.14.30.5,18333,8333,TCP,2026-04-21 14:45:47,66.64,178,27467,IN,DE,AS55836,AS3320
TX10002646,2026-04-21 15:26:00,10.12.30.1,10.14.10.4,8333,8333,TCP,2026-04-21 15:26:00,47.946,366,37176,IN,AU,AS4755,AS4804
TX10006446,2026-04-21 15:53:00,10.13.30.7,10.14.30.4,18444,8333,TCP,2026-04-21 15:52:48,57.246,259,8361,CA,NL,AS577,AS6830
TX10001119,2026-04-21 16:20:00,10.12.20.2,10.12.10.5,8333,8333,TCP,2026-04-21 16:19:43,69.372,224,41510,IN,NL,AS55836,AS1136
TX10001068,2026-04-21 16:36:00,10.15.20.3,10.11.10.2,18444,8333,TCP,2026-04-21 16:35:49,69.375,154,1997,IN,IN,AS4755,AS55836
TX10009060,2026-04-21 16:46:00,10.11.10.8,10.11.10.4,18444,8333,TCP,2026-04-21 16:45:56,48.057,242,31631,IN,US,AS4755,AS7018
TX10000079,2026-04-21 17:41:00,10.15.10.8,10.15.30.3,18444,8333,TCP,2026-04-21 17:40:57,6.954,2220,564054,DE,IN,AS3320,AS45609
TX10003741,2026-04-21 17:41:00,10.13.10.2,10.13.30.3,8333,8333,TCP,2026-04-21 17:40:51,74.789,49,28069,DE,SG,AS3320,AS9506
TX10004786,2026-04-21 18:42:00,10.12.20.7,10.15.30.2,8333,8333,TCP,2026-04-21 18:41:47,57.442,346,23074,SG,DE,AS4657,AS3320
TX10003035,2026-04-21 19:37:00,10.11.10.4,10.14.20.3,18333,8333,TCP,2026-04-21 19:36:41,58.006,163,13370,US,US,AS7922,AS7922
TX10008000,2026-04-21 19:52:00,10.14.10.4,10.11.20.2,8333,8333,TCP,2026-04-21 19:51:47,19.999,234,9627,AU,SG,AS4804,AS4657
TX10009128,2026-04-21 19:53:00,10.12.30.8,10.13.10.1,18444,8333,TCP,2026-04-21 19:52:41,6.42,172,54475,GB,IN,AS5089,AS45609
TX10008729,2026-04-21 20:29:00,10.12.30.1,10.15.30.7,18333,8333,TCP,2026-04-21 20:28:45,37.603,261,51889,US,CA,AS15169,AS812
TX10004608,2026-04-21 20:34:00,10.14.20.2,10.13.20.1,18444,8333,TCP,2026-04-21 20:34:00,38.839,386,40521,IN,AU,AS55836,AS1221
TX10007814,2026-04-21 20:47:00,10.11.30.4,10.11.30.8,8333,8333,TCP,2026-04-21 20:46:52,15.675,222,11332,US,AU,AS15169,AS1221
TX10001776,2026-04-21 21:11:00,10.11.30.5,10.14.10.5,8333,8333,TCP,2026-04-21 21:10:45,45.296,32,42058,IN,GB,AS4755,AS5089
TX10009171,2026-04-21 21:41:00,10.13.10.2,10.14.30.2,8333,8333,TCP,2026-04-21 21:40:47,75.588,114,4307,NL,SG,AS6830,AS4657
TX10003053,2026-04-21 22:15:00,10.11.20.7,10.12.30.7,18444,8333,TCP,2026-04-21 22:14:50,6.889,357,14074,GB,IN,AS5089,AS45609
TX10002324,2026-04-21 22:32:00,10.11.20.7,10.14.10.5,18333,8333,TCP,2026-04-21 22:31:43,56.145,239,56040,US,NL,AS15169,AS1136
TX10007383,2026-04-21 22:40:00,10.12.20.3,10.14.20.6,18444,8333,TCP,2026-04-21 22:39:46,3.688,342,58532,NL,DE,AS6830,AS6805
TX10006659,2026-04-21 22:41:00,10.15.10.8,10.15.10.6,8333,8333,TCP,2026-04-21 22:40:57,55.61,318,24834,US,SG,AS15169,AS9506
TX10001094,2026-04-21 23:17:00,10.14.20.5,10.13.30.6,18444,8333,TCP,2026-04-21 23:16:58,82.893,83,24740,US,US,AS15169,AS7922
TX10009451,2026-04-22 00:02:00,10.13.10.7,10.13.30.3,8333,8333,TCP,2026-04-22 00:01:46,76.225,28,56019,IN,GB,AS45609,AS2856
TX10003935,2026-04-22 00:03:00,10.14.30.1,10.11.20.6,18444,8333,TCP,2026-04-22 00:02:49,19.414,42,7575,NL,DE,AS1136,AS6805
TX10008982,2026-04-22 00:27:00,10.13.10.4,10.12.20.2,18444,8333,TCP,2026-04-22 00:26:51,37.958,381,10854,CA,US,AS577,AS7922
TX10002583,2026-04-22 00:54:00,10.13.30.6,10.15.30.5,8333,8333,TCP,2026-04-22 00:53:50,15.549,84,29752,CA,GB,AS577,AS5089
TX10009047,2026-04-22 00:58:00,10.12.30.1,10.14.20.2,8333,8333,TCP,2026-04-22 00:57:47,38.771,213,13967,IN,CA,AS4755,AS812
TX10001503,2026-04-22 01:12:00,10.11.10.4,10.14.30.4,18444,8333,TCP,2026-04-22 01:11:49,86.34,27,11991,US,IN,AS7922,AS4755
TX10001581,2026-04-22 01:12:00,10.14.20.8,10.14.30.2,18333,8333,TCP,2026-04-22 01:11:49,54.31,211,35396,DE,IN,AS3320,AS4755
TX10006270,2026-04-22 02:17:00,10.13.30.6,10.12.20.7,8333,8333,TCP,2026-04-22 02:17:00,86.248,33,50608,US,AU,AS7922,AS4804
TX10008620,2026-04-22 02:32:00,10.12.10.5,10.15.20.3,18333,8333,TCP,2026-04-22 02:32:00,81.1,134,47164,US,NL,AS7018,AS1136
TX10001850,2026-04-22 02:58:00,10.13.20.2,10.14.20.4,18444,8333,TCP,2026-04-22 02:57:57,14.114,150,57822,IN,CA,AS4755,AS812
TX10000581,2026-04-22 04:35:00,10.11.30.6,10.15.30.8,18333,8333,TCP,2026-04-22 04:34:58,4.823,4263,581791,IN,US,AS4755,AS15169
TX10009417,2026-04-22 04:58:00,10.14.10.2,10.11.30.6,18333,8333,TCP,2026-04-22 04:57:53,75.389,116,21036,IN,SG,AS55836,AS4657
TX10001494,2026-04-22 05:05:00,10.15.20.3,10.13.20.6,18444,8333,TCP,2026-04-22 05:05:00,28.038,198,51673,IN,GB,AS4755,AS5089
TX10005140,2026-04-22 05:20:00,10.11.10.8,10.15.10.4,18333,8333,TCP,2026-04-22 05:19:59,71.238,183,51347,US,NL,AS7922,AS1136
TX10005465,2026-04-22 05:22:00,10.11.20.5,10.14.30.3,18333,8333,TCP,2026-04-22 05:21:51,42.834,177,58647,US,NL,AS7018,AS1136
TX10009695,2026-04-22 06:03:00,10.14.30.3,10.12.30.7,18333,8333,TCP,2026-04-22 06:02:42,5.014,329,30353,GB,IN,AS2856,AS4755
TX10005718,2026-04-22 06:04:00,10.14.10.8,10.13.10.6,18444,8333,TCP,2026-04-22 06:03:52,56.389,107,56159,SG,IN,AS4657,AS45609
TX10001496,2026-04-22 06:05:00,10.14.10.6,10.14.20.8,18333,8333,TCP,2026-04-22 06:04:50,9.629,114,9091,IN,SG,AS4755,AS4657
TX10004065,2026-04-22 06:29:00,10.11.30.8,10.13.10.4,18333,8333,TCP,2026-04-22 06:28:59,77.227,50,59527,NL,NL,AS6830,AS1136
TX10007881,2026-04-22 06:40:00,10.15.10.1,10.14.10.5,18444,8333,TCP,2026-04-22 06:39:57,85.682,307,46177,IN,IN,AS4755,AS55836
TX10003873,2026-04-22 06:48:00,10.12.10.4,10.11.10.4,18333,8333,TCP,2026-04-22 06:48:00,37.182,352,2027,IN,US,AS4755,AS7018
TX10006317,2026-04-22 06:57:00,10.12.10.6,10.11.30.1,18333,8333,TCP,2026-04-22 06:56:47,77.575,381,50000,US,NL,AS7922,AS1136
TX10006614,2026-04-22 08:04:00,10.15.10.6,10.14.10.8,18333,8333,TCP,2026-04-22 08:03:57,12.504,44,32390,AU,AU,AS1221,AS1221
TX10002523,2026-04-22 08:18:00,10.13.10.2,10.13.20.2,18333,8333,TCP,2026-04-22 08:17:51,54.047,190,48270,IN,GB,AS4755,AS2856
TX10006989,2026-04-22 08:26:00,10.11.10.3,10.11.10.1,8333,8333,TCP,2026-04-22 08:25:47,23.331,33,34254,CA,AU,AS577,AS4804
TX10000331,2026-04-22 08:34:00,10.13.30.3,10.11.10.5,8333,8333,TCP,2026-04-22 08:33:45,9.613,2064,767291,SG,AU,AS4657,AS4804
TX10002051,2026-04-22 08:37:00,10.14.10.8,10.14.30.8,18444,8333,TCP,2026-04-22 08:36:42,74.85,219,34438,SG,AU,AS9506,AS4804
TX10009933,2026-04-22 08:48:00,10.12.30.6,10.13.30.8,18444,8333,TCP,2026-04-22 08:47:52,36.591,377,18120,US,NL,AS7018,AS1136
TX10009050,2026-04-22 09:00:00,10.12.20.3,10.15.20.5,18444,8333,TCP,2026-04-22 08:59:49,11.922,135,17407,IN,US,AS55836,AS7922
TX10002142,2026-04-22 09:02:00,10.14.10.4,10.13.10.3,8333,8333,TCP,2026-04-22 09:01:50,65.024,118,52598,US,SG,AS7922,AS4657
TX10007477,2026-04-22 09:23:00,10.13.20.2,10.13.20.2,18333,8333,TCP,2026-04-22 09:23:00,70.189,286,48302,AU,SG,AS1221,AS4657
TX10007012,2026-04-22 09:27:00,10.12.10.4,10.14.20.8,18444,8333,TCP,2026-04-22 09:26:42,31.943,162,51332,NL,AU,AS6830,AS4804
TX10006325,2026-04-22 09:31:00,10.15.10.7,10.13.30.4,18444,8333,TCP,2026-04-22 09:31:00,53.313,26,6284,SG,CA,AS9506,AS812
TX10003267,2026-04-22 11:12:00,10.15.10.6,10.15.20.2,18444,8333,TCP,2026-04-22 11:11:42,79.544,105,48872,SG,SG,AS4657,AS9506
TX10002655,2026-04-22 11:24:00,10.11.10.5,10.14.20.2,18333,8333,TCP,2026-04-22 11:23:54,72.187,268,37378,NL,US,AS6830,AS7922
TX10001746,2026-04-22 11:49:00,10.15.30.2,10.11.10.6,18333,8333,TCP,2026-04-22 11:48:47,45.394,39,35384,DE,NL,AS3320,AS6830
TX10003382,2026-04-22 12:10:00,10.13.20.7,10.15.30.6,18444,8333,TCP,2026-04-22 12:09:53,35.334,35,35388,AU,NL,AS4804,AS1136
TX10004021,2026-04-22 12:10:00,10.11.30.1,10.13.10.4,18444,8333,TCP,2026-04-22 12:09:52,25.568,26,31976,DE,AU,AS6805,AS1221
TX10007718,2026-04-22 12:49:00,10.12.30.1,10.13.30.6,18444,8333,TCP,2026-04-22 12:48:57,86.954,397,58304,AU,NL,AS1221,AS1136
TX10005492,2026-04-22 13:09:00,10.14.10.4,10.13.30.8,18444,8333,TCP,2026-04-22 13:08:47,9.346,211,8945,IN,SG,AS45609,AS9506
TX10001994,2026-04-22 13:11:00,10.11.30.5,10.13.30.8,18444,8333,TCP,2026-04-22 13:10:48,76.906,384,42161,IN,IN,AS45609,AS4755
TX10005122,2026-04-22 14:05:00,10.13.10.6,10.15.20.6,18333,8333,TCP,2026-04-22 14:04:41,19.962,322,57311,GB,GB,AS5089,AS2856
TX10005054,2026-04-22 14:25:00,10.15.20.5,10.15.30.6,18333,8333,TCP,2026-04-22 14:24:46,49.735,280,12979,IN,US,AS45609,AS7922
TX10003444,2026-04-22 14:49:00,10.11.10.2,10.12.20.4,18444,8333,TCP,2026-04-22 14:48:59,44.824,134,32975,US,NL,AS15169,AS6830
TX10008707,2026-04-22 15:23:00,10.11.10.7,10.15.30.4,18444,8333,TCP,2026-04-22 15:22:41,64.668,274,49651,AU,CA,AS1221,AS812
TX10000398,2026-04-22 16:47:00,10.13.20.6,10.11.30.5,8333,8333,TCP,2026-04-22 16:46:58,4.45,2710,360088,GB,NL,AS2856,AS6830
TX10003534,2026-04-22 17:20:00,10.12.20.1,10.14.10.1,18333,8333,TCP,2026-04-22 17:19:53,77.449,212,33123,US,CA,AS7018,AS812
TX10007568,2026-04-22 17:40:00,10.13.10.8,10.12.20.1,8333,8333,TCP,2026-04-22 17:39:55,54.313,273,5189,IN,GB,AS4755,AS5089
TX10004609,2026-04-22 17:44:00,10.11.10.7,10.13.10.6,18333,8333,TCP,2026-04-22 17:44:00,47.686,108,46220,US,CA,AS7922,AS812
TX10003668,2026-04-22 18:00:00,10.12.10.2,10.12.10.8,18444,8333,TCP,2026-04-22 17:59:46,76.735,29,17107,DE,US,AS6805,AS7018
TX10000899,2026-04-22 19:15:00,10.14.20.5,10.11.30.4,8333,8333,TCP,2026-04-22 19:14:45,0.184,4815,453570,CA,GB,AS577,AS2856
TX10000113,2026-04-22 19:59:00,10.13.10.4,10.11.20.8,8333,8333,TCP,2026-04-22 19:59:00,2.872,3211,776577,AU,US,AS4804,AS15169
TX10000145,2026-04-22 20:20:00,10.14.20.3,10.12.20.6,8333,8333,TCP,2026-04-22 20:19:58,6.742,2601,143932,DE,GB,AS3320,AS5089
TX10001890,2026-04-22 20:57:00,10.13.30.5,10.11.30.8,8333,8333,TCP,2026-04-22 20:56:54,18.261,173,59547,US,SG,AS15169,AS9506
TX10000856,2026-04-22 21:50:00,10.15.30.5,10.13.10.4,18444,8333,TCP,2026-04-22 21:50:00,4.517,1007,638756,DE,US,AS3320,AS15169
TX10009610,2026-04-22 23:47:00,10.15.20.3,10.12.10.3,18333,8333,TCP,2026-04-22 23:46:42,23.663,125,20848,IN,NL,AS45609,AS6830
TX10002188,2026-04-22 23:49:00,10.11.30.1,10.12.10.5,18333,8333,TCP,2026-04-22 23:48:45,16.105,55,41277,IN,US,AS55836,AS7018
TX10003094,2026-04-22 23:49:00,10.14.10.2,10.13.20.3,8333,8333,TCP,2026-04-22 23:48:42,70.941,152,42230,US,AU,AS7018,AS1221
TX10002533,2026-04-23 00:03:00,10.14.10.4,10.15.20.4,8333,8333,TCP,2026-04-23 00:02:44,75.156,43,37324,GB,NL,AS2856,AS1136
TX10000535,2026-04-23 00:11:00,10.15.10.1,10.12.10.6,18333,8333,TCP,2026-04-23 00:10:50,10.629,2290,110372,SG,DE,AS4657,AS3320
TX10008898,2026-04-23 00:41:00,10.12.30.8,10.11.10.1,18444,8333,TCP,2026-04-23 00:40:45,12.579,266,1260,IN,DE,AS4755,AS3320
TX10007915,2026-04-23 00:52:00,10.11.30.8,10.11.10.3,18333,8333,TCP,2026-04-23 00:51:45,23.187,271,33593,GB,US,AS5089,AS7018
TX10008546,2026-04-23 01:18:00,10.12.10.8,10.14.30.8,8333,8333,TCP,2026-04-23 01:17:58,19.509,93,6094,IN,IN,AS45609,AS45609
TX10006607,2026-04-23 01:31:00,10.11.20.8,10.13.10.7,18333,8333,TCP,2026-04-23 01:30:47,69.741,364,33541,IN,IN,AS55836,AS4755
TX10003747,2026-04-23 02:34:00,10.12.30.1,10.15.10.6,18444,8333,TCP,2026-04-23 02:33:58,6.896,76,42025,IN,IN,AS55836,AS55836
TX10006238,2026-04-23 03:10:00,10.13.20.7,10.11.10.6,18444,8333,TCP,2026-04-23 03:09:42,32.616,117,6019,GB,GB,AS5089,AS5089
TX10009687,2026-04-23 03:26:00,10.11.10.3,10.12.30.6,8333,8333,TCP,2026-04-23 03:25:42,75.104,319,47300,GB,US,AS5089,AS15169
TX10002630,2026-04-23 03:28:00,10.11.30.2,10.13.20.3,18333,8333,TCP,2026-04-23 03:27:47,76.85,23,8156,GB,NL,AS5089,AS1136
TX10004032,2026-04-23 03:51:00,10.12.30.8,10.11.30.1,18444,8333,TCP,2026-04-23 03:50:50,74.516,123,29548,SG,CA,AS4657,AS577
TX10008694,2026-04-23 04:00:00,10.15.30.2,10.13.30.4,8333,8333,TCP,2026-04-23 03:59:50,28.925,67,58770,IN,CA,AS4755,AS577
TX10002187,2026-04-23 04:12:00,10.11.10.6,10.11.10.8,18444,8333,TCP,2026-04-23 04:11:54,17.486,209,54704,IN,DE,AS55836,AS6805
TX10003176,2026-04-23 04:37:00,10.12.20.8,10.12.20.3,18333,8333,TCP,2026-04-23 04:36:49,70.484,331,49211,IN,AU,AS4755,AS1221
TX10000249,2026-04-23 04:43:00,10.12.10.3,10.15.10.5,18333,8333,TCP,2026-04-23 04:42:49,10.032,2479,734828,NL,CA,AS6830,AS812
TX10005728,2026-04-23 05:02:00,10.11.10.3,10.14.30.7,8333,8333,TCP,2026-04-23 05:01:46,8.306,111,42679,AU,DE,AS4804,AS6805
TX10000546,2026-04-23 05:28:00,10.11.30.5,10.11.20.1,18333,8333,TCP,2026-04-23 05:27:47,5.029,4647,296620,DE,CA,AS6805,AS577
TX10006817,2026-04-23 06:03:00,10.12.20.8,10.13.10.3,18333,8333,TCP,2026-04-23 06:02:42,45.071,195,41504,IN,GB,AS55836,AS5089
TX10005141,2026-04-23 06:08:00,10.12.20.3,10.11.20.1,18333,8333,TCP,2026-04-23 06:07:45,20.557,246,44501,AU,AU,AS1221,AS1221
TX10009162,2026-04-23 06:18:00,10.14.10.1,10.14.10.5,18444,8333,TCP,2026-04-23 06:17:52,33.098,215,45109,IN,DE,AS55836,AS3320
TX10003502,2026-04-23 06:30:00,10.15.30.6,10.15.10.5,18333,8333,TCP,2026-04-23 06:29:41,22.816,109,13307,DE,IN,AS6805,AS4755
TX10005487,2026-04-23 06:34:00,10.11.30.7,10.14.30.7,18444,8333,TCP,2026-04-23 06:33:54,19.586,129,20763,GB,NL,AS2856,AS1136
TX10004668,2026-04-23 06:58:00,10.15.30.8,10.15.10.7,18333,8333,TCP,2026-04-23 06:57:53,54.918,50,33725,GB,IN,AS5089,AS4755
TX10000437,2026-04-23 06:59:00,10.13.30.1,10.14.20.4,18333,8333,TCP,2026-04-23 06:58:48,5.89,3958,771860,SG,NL,AS4657,AS6830
TX10001533,2026-04-23 07:39:00,10.13.30.8,10.11.10.6,8333,8333,TCP,2026-04-23 07:38:59,59.663,297,58123,US,DE,AS7018,AS3320
TX10005632,2026-04-23 08:36:00,10.13.20.1,10.13.20.8,18333,8333,TCP,2026-04-23 08:35:51,86.427,85,47214,US,SG,AS7018,AS9506
TX10006306,2026-04-23 08:59:00,10.11.10.7,10.13.30.8,8333,8333,TCP,2026-04-23 08:58:47,70.175,298,1507,US,CA,AS15169,AS577
TX10002384,2026-04-23 09:09:00,10.12.20.7,10.14.30.1,18333,8333,TCP,2026-04-23 09:08:45,36.624,234,4151,IN,NL,AS45609,AS6830
TX10003389,2026-04-23 09:59:00,10.13.20.4,10.14.10.7,18444,8333,TCP,2026-04-23 09:58:47,70.405,194,36539,SG,CA,AS4657,AS812
TX10008247,2026-04-23 10:08:00,10.15.10.4,10.11.20.5,18444,8333,TCP,2026-04-23 10:07:50,27.242,292,53563,SG,GB,AS9506,AS2856
TX10007888,2026-04-23 10:30:00,10.15.20.2,10.12.30.3,8333,8333,TCP,2026-04-23 10:29:43,69.883,86,37011,US,NL,AS7018,AS1136
TX10006020,2026-04-23 10:35:00,10.13.30.3,10.13.30.5,18333,8333,TCP,2026-04-23 10:34:53,88.443,215,17133,IN,IN,AS4755,AS55836
TX10007345,2026-04-23 10:49:00,10.11.30.8,10.15.10.8,18444,8333,TCP,2026-04-23 10:48:49,34.224,381,23749,AU,DE,AS1221,AS3320
TX10000423,2026-04-23 12:10:00,10.14.20.8,10.12.20.2,18333,8333,TCP,2026-04-23 12:09:47,7.43,1682,118883,GB,IN,AS2856,AS55836
TX10009860,2026-04-23 12:26:00,10.11.20.3,10.11.30.5,18444,8333,TCP,2026-04-23 12:25:44,33.661,300,38492,SG,AU,AS9506,AS1221
TX10003445,2026-04-23 12:31:00,10.15.10.3,10.15.10.1,18444,8333,TCP,2026-04-23 12:30:47,24.176,287,8339,SG,IN,AS4657,AS55836
TX10004153,2026-04-23 12:53:00,10.12.20.1,10.15.10.6,18333,8333,TCP,2026-04-23 12:52:52,43.217,189,15483,CA,CA,AS577,AS812
TX10001002,2026-04-23 13:01:00,10.12.10.3,10.13.30.7,8333,8333,TCP,2026-04-23 13:00:57,20.035,347,47060,US,SG,AS15169,AS4657
TX10001272,2026-04-23 13:07:00,10.12.20.7,10.13.30.3,18444,8333,TCP,2026-04-23 13:06:43,49.709,243,17767,SG,SG,AS4657,AS4657
TX10006130,2026-04-23 13:07:00,10.15.20.6,10.13.10.4,18444,8333,TCP,2026-04-23 13:06:55,62.042,363,11551,SG,CA,AS9506,AS812
TX10006551,2026-04-23 13:25:00,10.14.10.4,10.15.30.8,18333,8333,TCP,2026-04-23 13:24:51,51.221,101,15746,IN,SG,AS4755,AS4657
TX10007691,2026-04-23 14:21:00,10.15.10.1,10.15.10.7,18333,8333,TCP,2026-04-23 14:20:57,4.411,267,2528,US,IN,AS7922,AS45609
TX10008801,2026-04-23 14:52:00,10.11.20.6,10.15.10.6,18333,8333,TCP,2026-04-23 14:51:43,54.22,381,50199,IN,SG,AS45609,AS4657
TX10001039,2026-04-23 15:28:00,10.15.10.6,10.11.30.7,8333,8333,TCP,2026-04-23 15:27:59,63.524,53,18365,US,AU,AS7018,AS1221
TX10007879,2026-04-23 15:28:00,10.12.10.3,10.13.20.3,18333,8333,TCP,2026-04-23 15:28:00,26.527,379,27099,US,CA,AS7018,AS812
TX10009242,2026-04-23 15:44:00,10.14.10.7,10.12.20.4,8333,8333,TCP,2026-04-23 15:43:46,84.114,35,55730,US,US,AS7922,AS7018
TX10000425,2026-04-23 17:02:00,10.14.20.5,10.12.10.5,18333,8333,TCP,2026-04-23 17:01:54,11.269,1157,434449,AU,SG,AS1221,AS4657
TX10000986,2026-04-23 17:18:00,10.12.30.3,10.13.20.2,18444,8333,TCP,2026-04-23 17:17:46,3.784,4645,206234,US,SG,AS7018,AS9506
TX10007348,2026-04-23 18:28:00,10.15.30.8,10.14.20.5,18333,8333,TCP,2026-04-23 18:27:53,81.491,379,40562,GB,AU,AS5089,AS1221
TX10008277,2026-04-23 19:01:00,10.14.30.8,10.12.30.2,18333,8333,TCP,2026-04-23 19:00:47,73.457,146,28967,IN,CA,AS4755,AS812
TX10004467,2026-04-23 19:38:00,10.15.20.1,10.11.10.6,18444,8333,TCP,2026-04-23 19:37:53,45.806,74,55856,IN,NL,AS45609,AS6830
TX10003893,2026-04-23 19:55:00,10.11.30.5,10.11.30.5,18333,8333,TCP,2026-04-23 19:54:52,83.904,118,23001,IN,IN,AS55836,AS55836
TX10003508,2026-04-23 20:13:00,10.12.10.4,10.11.10.8,18444,8333,TCP,2026-04-23 20:12:53,22.987,114,9872,US,IN,AS7018,AS4755
TX10006981,2026-04-23 20:13:00,10.13.30.8,10.12.20.6,18444,8333,TCP,2026-04-23 20:12:57,2.149,158,14773,IN,CA,AS45609,AS812
TX10002502,2026-04-23 20:30:00,10.13.30.3,10.14.20.3,18444,8333,TCP,2026-04-23 20:29:58,20.831,267,26288,IN,DE,AS55836,AS3320
TX10005736,2026-04-23 20:51:00,10.15.10.2,10.14.20.3,18333,8333,TCP,2026-04-23 20:50:46,25.758,357,41034,DE,SG,AS6805,AS9506
TX10004682,2026-04-23 20:51:00,10.12.10.6,10.15.30.8,18444,8333,TCP,2026-04-23 20:50:58,28.776,178,35388,GB,US,AS5089,AS7018
TX10003775,2026-04-23 20:59:00,10.15.30.1,10.14.10.8,18333,8333,TCP,2026-04-23 20:58:57,89.472,398,39206,IN,IN,AS55836,AS45609
TX10001657,2026-04-23 21:38:00,10.15.20.1,10.13.10.2,18333,8333,TCP,2026-04-23 21:37:52,25.754,367,24762,IN,NL,AS45609,AS6830
TX10005217,2026-04-23 21:40:00,10.11.30.2,10.12.30.6,8333,8333,TCP,2026-04-23 21:39:49,5.577,300,16450,US,NL,AS15169,AS6830
TX10008201,2026-04-23 22:02:00,10.15.30.3,10.11.30.1,18444,8333,TCP,2026-04-23 22:01:42,47.791,26,24657,CA,NL,AS577,AS6830
TX10006914,2026-04-23 23:08:00,10.12.10.1,10.13.30.5,18333,8333,TCP,2026-04-23 23:07:59,55.93,246,50791,CA,AU,AS812,AS4804
TX10003314,2026-04-23 23:35:00,10.12.30.7,10.14.20.5,18333,8333,TCP,2026-04-23 23:34:52,73.472,167,42074,US,GB,AS7922,AS2856
TX10002195,2026-04-23 23:44:00,10.13.10.7,10.14.30.4,18333,8333,TCP,2026-04-23 23:43:44,34.666,375,26282,IN,IN,AS55836,AS4755
TX10004049,2026-04-24 00:06:00,10.14.30.5,10.13.30.3,8333,8333,TCP,2026-04-24 00:05:42,72.29,105,26333,IN,GB,AS4755,AS5089
TX10004132,2026-04-24 00:42:00,10.14.30.2,10.12.30.4,18333,8333,TCP,2026-04-24 00:41:47,77.966,386,3987,IN,DE,AS4755,AS6805
TX10000845,2026-04-24 01:25:00,10.11.30.8,10.11.20.8,18333,8333,TCP,2026-04-24 01:24:50,4.98,946,301237,SG,NL,AS9506,AS6830
TX10009408,2026-04-24 01:29:00,10.15.20.6,10.11.30.1,18444,8333,TCP,2026-04-24 01:28:55,66.604,68,39847,NL,IN,AS1136,AS55836
TX10004956,2026-04-24 02:16:00,10.11.30.8,10.14.10.5,18444,8333,TCP,2026-04-24 02:15:51,85.797,124,47084,US,CA,AS7922,AS812
TX10003676,2026-04-24 02:27:00,10.14.20.4,10.11.10.3,18444,8333,TCP,2026-04-24 02:26:46,14.625,113,6718,NL,GB,AS6830,AS5089
TX10009275,2026-04-24 03:33:00,10.15.30.5,10.12.30.2,18444,8333,TCP,2026-04-24 03:32:46,52.202,37,27083,AU,IN,AS4804,AS55836
