txid,timestamp,block_height,time_step,src_ip,dst_ip,src_port,dst_port,protocol,network_timestamp,connection_duration_sec,packet_count,bytes_transferred,src_country,dst_country,src_asn,dst_asn,input_addresses,output_addresses,input_amounts,output_amounts,total_input_amount_btc,total_output_amount_btc,fee_btc,num_inputs,num_outputs,script_type,source_wallet,destination_wallet,transaction_frequency_24h,avg_time_gap_min,wallet_degree,unique_ip_count,country_count,asn_count,ground_truth,scenario
TX10002449,2026-01-03 20:07:00,850360,3,10.13.30.6,10.15.20.8,8333,8333,TCP,2026-01-03 20:06:49,81.823,89,8429,IN,GB,AS55836,AS2856,W002264|W002133|W000742,W001311|W000176|W000660|W002319,0.076191|0.264334|0.639249,0.047135|0.636806|0.278495|0.013815,0.979775,0.976251,0.003523,3,4,P2WPKH,W002264,W001311,4,42.109,7,1,1,1,synthetic_normal,normal
TX10007382,2026-01-03 20:23:00,850362,3,10.13.10.7,10.11.10.8,8333,8333,TCP,2026-01-03 20:22:48,23.67,83,47203,DE,AU,AS6805,AS1221,W001997,W000832|W000375|W002037|W000073,0.982176,0.258467|0.096324|0.345722|0.277989,0.982176,0.978502,0.003674,1,4,P2WSH,W001997,W000832,14,138.514,16,4,1,2,synthetic_normal,normal
TX10009590,2026-01-03 20:33:00,850363,3,10.13.10.2,10.15.10.3,18333,8333,TCP,2026-01-03 20:32:46,20.925,141,13803,IN,IN,AS45609,AS45609,W000075,W001486|W001150|W001186|W002097,0.332295,0.171622|0.112476|0.013007|0.031329,0.332295,0.328434,0.003861,1,4,P2WPKH,W000075,W001486,10,136.694,19,2,2,2,synthetic_normal,normal
TX10002781,2026-01-03 21:30:00,850369,3,10.11.20.6,10.14.10.4,18444,8333,TCP,2026-01-03 21:30:00,82.012,361,52110,IN,NL,AS45609,AS6830,W001690|W000983,W000640|W000108|W000896,0.078541|0.649390,0.408258|0.121430|0.198187,0.727931,0.727875,5.7e-05,2,3,P2PKH,W001690,W000640,13,187.85,15,3,1,2,synthetic_normal,normal
TX10002262,2026-01-03 22:26:00,850374,3,10.14.20.5,10.12.30.4,18333,8333,TCP,2026-01-03 22:25:56,61.968,250,56307,SG,AU,AS4657,AS4804,W001278|W002225,W001580|W002193,0.173901|0.039094,0.199846|0.010754,0.212995,0.2106,0.002394,2,2,P2PKH,W001278,W001580,9,202.271,16,3,2,1,synthetic_normal,normal
TX10008964,2026-01-03 23:00:00,850378,3,10.12.30.2,10.12.30.3,8333,8333,TCP,2026-01-03 22:59:43,89.124,94,29157,CA,US,AS577,AS7018,W000248|W000646|W002372,W001645|W000320|W002369,0.189261|0.039325|0.044558,0.166323|0.024598|0.079395,0.273144,0.270316,0.002829,3,3,P2SH,W000248,W001645,5,246.48,7,4,1,2,synthetic_normal,normal
TX10003420,2026-01-03 23:14:00,850379,3,10.12.30.1,10.13.10.1,8333,8333,TCP,2026-01-03 23:13:47,23.391,175,1048,IN,IN,AS45609,AS45609,W001722|W000567,W000296|W002389|W001544,0.227849|0.073779,0.075557|0.041139|0.182515,0.301628,0.299212,0.002417,2,3,P2SH,W001722,W000296,4,230.895,16,3,1,1,synthetic_normal,normal
TX10003162,2026-01-03 23:14:00,850379,3,10.14.20.3,10.11.10.8,18444,8333,TCP,2026-01-03 23:13:47,48.983,69,6424,GB,US,AS5089,AS7922,W002463|W000596,W000272|W001235|W001469|W001668,0.579688|0.008579,0.059422|0.192402|0.021266|0.311998,0.588267,0.585087,0.003179,2,4,P2WSH,W002463,W000272,7,195.888,5,2,2,1,synthetic_normal,normal
TX10004840,2026-01-03 23:16:00,850379,3,10.12.30.1,10.11.20.7,8333,8333,TCP,2026-01-03 23:15:42,60.765,136,5750,GB,US,AS2856,AS7018,W002398|W000905,W001531|W000167|W000437|W002086,1.146436|0.584437,0.250658|0.898403|0.349242|0.230894,1.730873,1.729198,0.001675,2,4,P2PKH,W002398,W001531,3,271.297,14,3,1,1,synthetic_normal,normal
TX10009717,2026-01-03 23:30:00,850381,3,10.11.20.8,10.15.10.2,18333,8333,TCP,2026-01-03 23:29:45,34.469,304,17774,IN,SG,AS45609,AS9506,W001381,W002252|W000113,1.502226,0.169197|1.330219,1.502226,1.499415,0.00281,1,2,P2WSH,W001381,W002252,6,55.113,2,1,1,2,synthetic_normal,normal
TX10008806,2026-01-04 00:02:00,850384,3,10.15.30.4,10.11.20.1,18333,8333,TCP,2026-01-04 00:01:49,75.42,377,41761,GB,NL,AS5089,AS1136,W000292,W000987|W002346|W001429|W000203,0.765832,0.179091|0.499472|0.034089|0.050706,0.765832,0.763358,0.002474,1,4,P2WSH,W000292,W000987,2,46.46,10,1,1,1,synthetic_normal,normal
TX10009549,2026-01-04 00:38:00,850387,3,10.13.20.3,10.14.30.8,18444,8333,TCP,2026-01-04 00:37:55,11.792,394,20882,NL,SG,AS1136,AS4657,W001698,W001994|W002281,0.957435,0.536358|0.417556,0.957435,0.953914,0.003521,1,2,P2WPKH,W001698,W001994,1,134.289,12,2,2,1,synthetic_normal,normal
TX10008322,2026-01-04 00:59:00,850389,3,10.11.30.6,10.12.20.3,18444,8333,TCP,2026-01-04 00:58:57,48.431,229,20042,CA,IN,AS812,AS55836,W000602|W001906,W001915|W000873|W000387|W001661,0.122765|0.475358,0.017008|0.513479|0.046335|0.017413,0.598123,0.594235,0.003888,2,4,P2WSH,W000602,W001915,3,112.662,10,4,2,1,synthetic_normal,normal
TX10005711,2026-01-04 01:25:00,850392,3,10.15.20.3,10.14.20.3,8333,8333,TCP,2026-01-04 01:24:59,23.863,188,39665,GB,AU,AS2856,AS4804,W001816|W001193,W002494|W000550|W001443|W000243,0.238618|0.044991,0.031197|0.143900|0.003506|0.104598,0.28361,0.2832,0.00041,2,4,P2PKH,W001816,W002494,12,322.495,8,3,2,1,synthetic_normal,normal
TX10003605,2026-01-04 01:27:00,850392,3,10.15.20.8,10.11.20.5,8333,8333,TCP,2026-01-04 01:26:56,15.706,380,8867,IN,IN,AS55836,AS45609,W001860|W000684,W001378|W000009|W002017,1.185314|0.677413,0.946032|0.233618|0.681488,1.862728,1.861138,0.00159,2,3,P2WSH,W001860,W001378,3,227.134,1,4,1,1,synthetic_normal,normal
TX10000235,2026-01-04 01:51:00,850395,3,10.14.30.1,10.13.10.3,18444,8333,TCP,2026-01-04 01:50:50,8.823,1230,190260,GB,NL,AS2856,AS6830,W001827|W001941|W001446|W000417|W000234|W001949,W000489|W002119|W000298|W001161,0.014200|0.327229|0.272858|0.069135|0.089665|0.361865,0.584932|0.031228|0.170220|0.280427,1.134953,1.066806,0.068147,6,4,P2PKH,W001827,W000489,102,2.142,87,16,7,8,synthetic_anomalous,cross_border_burst
TX10003799,2026-01-04 02:18:00,850397,3,10.12.10.2,10.12.30.7,8333,8333,TCP,2026-01-04 02:18:00,45.311,232,57198,IN,NL,AS4755,AS1136,W001733|W002295|W002441,W000229|W001262|W001252,0.044456|0.480166|0.165661,0.040262|0.282366|0.365894,0.690284,0.688522,0.001761,3,3,P2PKH,W001733,W000229,2,56.038,5,4,1,1,synthetic_normal,normal
TX10001843,2026-01-04 02:32:00,850399,3,10.15.20.8,10.11.10.7,18333,8333,TCP,2026-01-04 02:31:43,66.216,370,46742,IN,AU,AS45609,AS1221,W002057|W001070|W002493,W002033|W000559,0.016620|0.307081|0.582412,0.857521|0.048091,0.906113,0.905612,0.000501,3,2,P2SH,W002057,W002033,10,283.496,16,4,1,2,synthetic_normal,normal
TX10009352,2026-01-04 04:50:00,850413,3,10.15.20.5,10.15.20.1,8333,8333,TCP,2026-01-04 04:49:45,16.168,286,46324,GB,DE,AS5089,AS6805,W002459|W001731,W000755|W001093|W002152,0.061108|0.418815,0.049187|0.045241|0.381888,0.479924,0.476316,0.003608,2,3,P2WSH,W002459,W000755,15,128.333,9,1,2,1,synthetic_normal,normal
TX10007406,2026-01-04 05:05:00,850414,3,10.14.30.5,10.13.30.5,18444,8333,TCP,2026-01-04 05:04:59,58.234,337,25189,IN,CA,AS4755,AS812,W001364,W000886|W001597,0.329888,0.065913|0.260155,0.329888,0.326068,0.00382,1,2,P2WSH,W001364,W000886,6,88.766,1,4,1,2,synthetic_normal,normal
TX10001519,2026-01-04 05:08:00,850414,3,10.11.10.5,10.11.20.7,18333,8333,TCP,2026-01-04 05:07:56,60.17,390,57057,US,SG,AS7922,AS9506,W002274|W001451,W000808|W000418|W000715|W001248,1.058407|0.043625,0.368298|0.091378|0.323448|0.316349,1.102033,1.099473,0.00256,2,4,P2SH,W002274,W000808,4,23.589,19,2,1,2,synthetic_normal,normal
TX10006321,2026-01-04 05:51:00,850419,3,10.12.20.7,10.12.30.5,18333,8333,TCP,2026-01-04 05:50:53,84.951,203,3511,GB,US,AS5089,AS7018,W001803|W001061|W000013,W000146|W002380|W001188|W000654,0.465134|0.657834|0.038481,0.410711|0.220115|0.131597|0.396623,1.16145,1.159045,0.002404,3,4,P2PKH,W001803,W000146,13,206.603,18,1,1,2,synthetic_normal,normal
TX10001141,2026-01-04 06:00:00,850420,3,10.13.30.1,10.12.20.5,18333,8333,TCP,2026-01-04 05:59:56,36.377,187,22944,DE,NL,AS3320,AS6830,W000072|W001151,W000423|W001824|W000726,0.160239|0.210161,0.148888|0.027456|0.191871,0.3704,0.368214,0.002186,2,3,P2PKH,W000072,W000423,13,302.477,10,3,1,1,synthetic_normal,normal
TX10006117,2026-01-04 06:19:00,850421,3,10.12.30.8,10.15.30.5,18333,8333,TCP,2026-01-04 06:18:42,18.112,226,11287,US,GB,AS15169,AS5089,W000756,W002254,0.166015,0.165689,0.166015,0.165689,0.000327,1,1,P2SH,W000756,W002254,3,57.283,10,4,1,2,synthetic_normal,normal
TX10000790,2026-01-04 06:32:00,850423,3,10.14.30.1,10.11.10.4,18333,8333,TCP,2026-01-04 06:32:00,4.517,3889,452208,IN,AU,AS4755,AS1221,W000050|W000649|W002408|W001908,W001632|W001380|W000369|W000036,0.988919|0.390425|0.639962|0.119383,1.509619|0.065621|0.289726|0.223717,2.138689,2.088684,0.050005,4,4,P2SH,W000050,W001632,120,3.984,89,1,4,8,synthetic_anomalous,ip_wallet_reuse
TX10005722,2026-01-04 06:38:00,850423,3,10.12.10.8,10.15.30.1,8333,8333,TCP,2026-01-04 06:37:46,46.206,125,29463,US,NL,AS7018,AS6830,W001365|W000894|W001782,W000123|W001486|W000475,0.017664|0.131715|0.345412,0.043723|0.255212|0.195627,0.49479,0.494562,0.000227,3,3,P2WPKH,W001365,W000123,11,181.965,1,2,1,2,synthetic_normal,normal
TX10007640,2026-01-04 06:42:00,850424,3,10.14.10.2,10.12.10.4,8333,8333,TCP,2026-01-04 06:41:47,52.186,224,28084,DE,SG,AS3320,AS4657,W001211|W000616|W002204,W001758|W000634|W001904,0.441016|0.103799|0.716676,0.837680|0.247503|0.174259,1.261492,1.259442,0.00205,3,3,P2SH,W001211,W001758,6,348.309,16,2,2,1,synthetic_normal,normal
TX10009360,2026-01-04 07:04:00,850426,3,10.14.30.8,10.11.20.1,18333,8333,TCP,2026-01-04 07:03:42,46.737,223,40466,CA,SG,AS577,AS4657,W000348,W002121,0.201251,0.200938,0.201251,0.200938,0.000312,1,1,P2WSH,W000348,W002121,5,192.251,7,4,1,2,synthetic_normal,normal
TX10007516,2026-01-04 07:27:00,850428,3,10.15.30.5,10.13.10.2,18444,8333,TCP,2026-01-04 07:26:45,45.914,24,41141,SG,CA,AS4657,AS812,W000287|W002295,W000375|W002467|W002021,0.016980|0.171942,0.119679|0.039943|0.026253,0.188921,0.185876,0.003046,2,3,P2SH,W000287,W000375,12,216.731,14,2,1,2,synthetic_normal,normal
TX10005069,2026-01-04 07:28:00,850428,3,10.14.10.1,10.12.30.7,18444,8333,TCP,2026-01-04 07:27:57,53.257,197,55555,NL,NL,AS1136,AS1136,W001341,W001418,0.396947,0.394110,0.396947,0.39411,0.002837,1,1,P2WPKH,W001341,W001418,1,107.215,3,3,1,2,synthetic_normal,normal
TX10008052,2026-01-04 07:59:00,850431,3,10.13.20.8,10.15.20.3,18333,8333,TCP,2026-01-04 07:58:46,82.692,105,16184,CA,US,AS577,AS15169,W000110,W000623|W001741|W000295,0.339991,0.134026|0.088233|0.114948,0.339991,0.337207,0.002784,1,3,P2WSH,W000110,W000623,7,287.022,5,4,1,1,synthetic_normal,normal
TX10002544,2026-01-04 08:31:00,850435,4,10.12.30.3,10.13.30.5,18333,8333,TCP,2026-01-04 08:30:41,54.381,24,35192,IN,DE,AS4755,AS6805,W001299|W002149,W002192|W001515|W000572,0.388011|0.002528,0.077134|0.148781|0.162373,0.390539,0.388287,0.002252,2,3,P2WSH,W001299,W002192,13,312.989,7,1,1,2,synthetic_normal,normal
TX10007312,2026-01-04 08:46:00,850436,4,10.14.30.5,10.11.30.5,18444,8333,TCP,2026-01-04 08:45:58,58.081,247,21237,IN,CA,AS45609,AS812,W000366|W001268|W000970,W000048|W000881|W001809|W001691,0.436338|0.597740|0.267514,0.858374|0.335185|0.017450|0.090274,1.301592,1.301283,0.000309,3,4,P2WSH,W000366,W000048,1,113.468,6,3,2,1,synthetic_normal,normal
TX10009499,2026-01-04 08:56:00,850437,4,10.12.30.2,10.12.30.1,8333,8333,TCP,2026-01-04 08:55:49,63.212,185,22827,IN,GB,AS45609,AS5089,W000607|W000672,W000348,0.467874|0.214041,0.681063,0.681915,0.681063,0.000853,2,1,P2PKH,W000607,W000348,3,198.64,7,1,2,2,synthetic_normal,normal
TX10002436,2026-01-04 09:32:00,850441,4,10.15.10.8,10.12.10.2,8333,8333,TCP,2026-01-04 09:31:55,12.912,221,13841,IN,DE,AS55836,AS3320,W001067|W000691|W002307,W000309|W002220|W000132|W000372,0.550575|0.050203|0.003040,0.333454|0.038733|0.056743|0.172884,0.603818,0.601814,0.002005,3,4,P2WPKH,W001067,W000309,6,45.385,9,4,2,2,synthetic_normal,normal
TX10004334,2026-01-04 09:37:00,850441,4,10.13.20.1,10.14.20.8,8333,8333,TCP,2026-01-04 09:36:55,83.324,382,37666,CA,AU,AS812,AS4804,W000770|W000902|W002493,W002109|W001931|W000376,0.177161|0.283520|0.214152,0.026637|0.349668|0.294774,0.674832,0.671079,0.003753,3,3,P2SH,W000770,W002109,13,347.251,13,4,1,2,synthetic_normal,normal
TX10004860,2026-01-04 09:42:00,850442,4,10.11.10.7,10.14.30.2,18444,8333,TCP,2026-01-04 09:41:46,38.79,172,47137,SG,US,AS4657,AS7018,W000815|W000328|W000407,W000158|W002448|W001571,0.179911|0.651005|0.373332,0.739563|0.086965|0.374475,1.204247,1.201003,0.003245,3,3,P2WSH,W000815,W000158,7,327.689,16,1,2,2,synthetic_normal,normal
TX10006530,2026-01-04 10:48:00,850448,4,10.15.10.2,10.12.30.1,18333,8333,TCP,2026-01-04 10:47:53,2.182,241,38596,US,DE,AS7922,AS3320,W001902|W000754,W000780|W000513|W000747,0.182195|0.113899,0.112835|0.035970|0.145955,0.296093,0.29476,0.001333,2,3,P2WSH,W001902,W000780,2,304.936,5,3,1,1,synthetic_normal,normal
TX10003126,2026-01-04 12:08:00,850456,4,10.13.10.3,10.14.20.2,18444,8333,TCP,2026-01-04 12:07:55,9.969,250,31410,DE,DE,AS6805,AS6805,W000169|W000592,W002321|W001481|W000763,0.115512|0.129618,0.027092|0.119899|0.095769,0.24513,0.24276,0.00237,2,3,P2WPKH,W000169,W002321,12,283.177,16,3,1,2,synthetic_normal,normal
TX10007200,2026-01-04 12:45:00,850460,4,10.11.20.2,10.11.10.1,18333,8333,TCP,2026-01-04 12:45:00,31.996,104,12051,SG,AU,AS9506,AS1221,W001988|W002467,W001251|W000019,0.380858|0.051744,0.026937|0.405482,0.432602,0.432419,0.000183,2,2,P2WPKH,W001988,W001251,14,190.616,3,1,2,2,synthetic_normal,normal
TX10003729,2026-01-04 13:10:00,850463,4,10.12.10.8,10.15.30.5,18444,8333,TCP,2026-01-04 13:09:53,25.426,24,13749,IN,NL,AS4755,AS6830,W001458,W000653|W000799|W002082,0.135623,0.006654|0.071175|0.054019,0.135623,0.131848,0.003775,1,3,P2WPKH,W001458,W000653,11,118.65,12,4,2,2,synthetic_normal,normal
TX10002234,2026-01-04 13:11:00,850463,4,10.12.20.5,10.15.30.4,18333,8333,TCP,2026-01-04 13:10:49,28.149,257,25039,CA,NL,AS812,AS1136,W000020|W001742|W001054,W001342|W000364,0.059475|0.063888|0.147488,0.138369|0.131969,0.270851,0.270338,0.000513,3,2,P2WPKH,W000020,W001342,8,110.469,2,2,1,2,synthetic_normal,normal
TX10001046,2026-01-04 13:12:00,850463,4,10.15.30.7,10.14.30.3,18444,8333,TCP,2026-01-04 13:11:54,64.692,221,22264,US,AU,AS7018,AS1221,W000055,W000831|W000833|W001172|W000525,0.520542,0.064688|0.208375|0.214970|0.031074,0.520542,0.519107,0.001436,1,4,P2PKH,W000055,W000831,10,98.778,7,2,2,1,synthetic_normal,normal
TX10006933,2026-01-04 13:27:00,850464,4,10.15.10.6,10.12.20.8,18444,8333,TCP,2026-01-04 13:26:46,18.321,254,8979,CA,NL,AS577,AS6830,W001068|W000486|W000429,W002259|W001993|W000345|W002250,0.176454|0.003077|0.156118,0.007340|0.028297|0.259296|0.037418,0.335649,0.33235,0.003298,3,4,P2PKH,W001068,W002259,3,122.196,15,1,2,1,synthetic_normal,normal
TX10001475,2026-01-04 13:43:00,850466,4,10.15.20.1,10.11.20.7,18333,8333,TCP,2026-01-04 13:42:57,80.958,185,40461,US,AU,AS7018,AS4804,W002468,W002066,0.439007,0.435887,0.439007,0.435887,0.00312,1,1,P2SH,W002468,W002066,11,284.329,1,3,1,2,synthetic_normal,normal
TX10000654,2026-01-04 14:03:00,850468,4,10.15.10.5,10.14.20.6,18444,8333,TCP,2026-01-04 14:02:59,6.651,3475,251033,NL,CA,AS1136,AS812,W000035|W002410|W001505|W000531,W002076|W000534|W000937|W001678,0.188979|0.120205|0.589255|0.692068,0.430526|0.096128|0.291263|0.706225,1.590507,1.524141,0.066366,4,4,P2SH,W000035,W002076,61,1.318,158,2,3,6,synthetic_anomalous,ip_wallet_reuse
TX10001971,2026-01-04 14:18:00,850469,4,10.13.20.5,10.14.30.5,18444,8333,TCP,2026-01-04 14:17:47,37.887,340,35432,AU,DE,AS1221,AS6805,W002351|W001753,W001171|W002243,0.339859|0.129394,0.021525|0.447034,0.469253,0.468559,0.000694,2,2,P2PKH,W002351,W001171,5,124.386,10,3,1,2,synthetic_normal,normal
TX10003681,2026-01-04 14:56:00,850473,4,10.15.30.7,10.11.30.7,18444,8333,TCP,2026-01-04 14:55:42,66.061,167,17326,US,IN,AS7922,AS45609,W001204,W002057|W000026,0.951331,0.785596|0.163940,0.951331,0.949535,0.001796,1,2,P2WSH,W001204,W002057,9,219.114,2,1,1,2,synthetic_normal,normal
TX10008494,2026-01-04 15:25:00,850476,4,10.13.10.3,10.11.10.5,8333,8333,TCP,2026-01-04 15:24:46,43.93,327,29757,SG,IN,AS9506,AS55836,W000581,W002231|W000949|W001472|W001553,0.555237,0.213693|0.097393|0.018305|0.222470,0.555237,0.551861,0.003376,1,4,P2WSH,W000581,W002231,5,284.8,8,2,2,1,synthetic_normal,normal
TX10004436,2026-01-04 15:28:00,850476,4,10.15.20.8,10.14.20.5,18333,8333,TCP,2026-01-04 15:27:52,13.644,166,3736,CA,IN,AS812,AS4755,W001101|W001177,W000134|W001655|W001807|W001340,0.095529|0.139162,0.021877|0.021399|0.071120|0.118563,0.234691,0.232959,0.001732,2,4,P2WSH,W001101,W000134,9,204.623,19,4,1,2,synthetic_normal,normal
TX10004425,2026-01-04 15:56:00,850479,4,10.13.20.3,10.11.30.7,8333,8333,TCP,2026-01-04 15:55:55,85.921,152,23142,IN,IN,AS45609,AS55836,W001046,W000291|W000691|W000091,0.209154,0.042629|0.046498|0.116689,0.209154,0.205816,0.003338,1,3,P2WSH,W001046,W000291,6,105.072,1,4,1,1,synthetic_normal,normal
TX10006404,2026-01-04 15:59:00,850479,4,10.14.20.1,10.11.30.1,18444,8333,TCP,2026-01-04 15:58:49,58.37,362,25565,CA,GB,AS577,AS2856,W002352|W001570|W001500,W001185,0.200541|0.129578|0.021441,0.349431,0.35156,0.349431,0.002129,3,1,P2WPKH,W002352,W001185,7,356.442,2,1,1,1,synthetic_normal,normal
TX10008537,2026-01-04 16:24:00,850482,4,10.14.30.8,10.13.30.7,8333,8333,TCP,2026-01-04 16:23:45,80.182,129,3839,DE,DE,AS3320,AS6805,W001715|W001469|W001367,W002235,0.015700|0.047876|0.112681,0.174070,0.176258,0.17407,0.002188,3,1,P2WPKH,W001715,W002235,11,311.305,2,2,1,1,synthetic_normal,normal
TX10007114,2026-01-04 16:49:00,850484,4,10.13.20.2,10.11.30.6,18444,8333,TCP,2026-01-04 16:48:50,50.209,274,2998,US,US,AS7922,AS7922,W000556|W002359,W001660|W002135|W000998,0.181415|0.060293,0.177004|0.039141|0.022116,0.241708,0.238261,0.003447,2,3,P2SH,W000556,W001660,12,61.177,3,4,2,1,synthetic_normal,normal
TX10008663,2026-01-04 16:54:00,850485,4,10.12.10.3,10.11.10.1,18333,8333,TCP,2026-01-04 16:53:44,56.026,285,46274,IN,CA,AS55836,AS577,W002378,W002327,0.234575,0.230793,0.234575,0.230793,0.003782,1,1,P2WSH,W002378,W002327,9,295.324,11,4,2,2,synthetic_normal,normal
TX10000880,2026-01-04 17:09:00,850486,4,10.15.20.4,10.11.30.7,18333,8333,TCP,2026-01-04 17:08:48,9.722,1039,64947,AU,NL,AS4804,AS1136,W001499|W000838|W001699|W000221|W002011,W000992|W001641|W000105|W001740|W002222|W002129|W000187,0.493161|0.389441|1.094489|0.117054|0.337473,0.157128|0.213462|1.118082|0.106687|0.243651|0.388204|0.130323,2.431619,2.357538,0.07408,5,7,P2WPKH,W001499,W000992,138,1.141,107,42,7,3,synthetic_anomalous,rapid_chain
TX10001438,2026-01-04 17:14:00,850487,4,10.11.30.8,10.14.30.3,18444,8333,TCP,2026-01-04 17:13:58,7.157,303,16176,IN,US,AS55836,AS7922,W001632|W000958|W002374,W002104,0.063684|0.084633|0.051440,0.199501,0.199756,0.199501,0.000256,3,1,P2PKH,W001632,W002104,5,294.372,5,1,1,1,synthetic_normal,normal
TX10005994,2026-01-04 18:20:00,850494,4,10.12.20.5,10.13.20.7,18444,8333,TCP,2026-01-04 18:19:47,79.152,150,47332,IN,DE,AS45609,AS3320,W002325|W000843|W001339,W000518|W001719,0.006978|0.173382|0.084371,0.083807|0.179918,0.26473,0.263725,0.001005,3,2,P2PKH,W002325,W000518,9,157.342,16,4,2,2,synthetic_normal,normal
TX10007629,2026-01-04 19:31:00,850501,4,10.14.10.8,10.14.30.1,18444,8333,TCP,2026-01-04 19:30:43,88.971,292,27563,NL,NL,AS1136,AS6830,W000133,W000519|W000398,0.198966,0.134892|0.063900,0.198966,0.198792,0.000174,1,2,P2SH,W000133,W000519,11,352.53,10,2,1,2,synthetic_normal,normal
