src_ip,dst_ip,txid,timestamp,source_wallet,destination_wallet,src_country,dst_country,src_asn,dst_asn
10.14.10.6,10.14.30.5,TX10005421,2026-04-21 14:46:00,W002054,W000239,IN,DE,AS55836,AS3320
10.12.30.1,10.14.10.4,TX10002646,2026-04-21 15:26:00,W002183,W001218,IN,AU,AS4755,AS4804
10.13.30.7,10.14.30.4,TX10006446,2026-04-21 15:53:00,W001920,W001847,CA,NL,AS577,AS6830
10.12.20.2,10.12.10.5,TX10001119,2026-04-21 16:20:00,W001595,W002396,IN,NL,AS55836,AS1136
10.15.20.3,10.11.10.2,TX10001068,2026-04-21 16:36:00,W002249,W000115,IN,IN,AS4755,AS55836
10.11.10.8,10.11.10.4,TX10009060,2026-04-21 16:46:00,W002188,W000439,IN,US,AS4755,AS7018
10.15.10.8,10.15.30.3,TX10000079,2026-04-21 17:41:00,W000035,W001136,DE,IN,AS3320,AS45609
10.13.10.2,10.13.30.3,TX10003741,2026-04-21 17:41:00,W001471,W000425,DE,SG,AS3320,AS9506
10.12.20.7,10.15.30.2,TX10004786,2026-04-21 18:42:00,W000158,W001874,SG,DE,AS4657,AS3320
10.11.10.4,10.14.20.3,TX10003035,2026-04-21 19:37:00,W000696,W000787,US,US,AS7922,AS7922
10.14.10.4,10.11.20.2,TX10008000,2026-04-21 19:52:00,W000191,W001497,AU,SG,AS4804,AS4657
10.12.30.8,10.13.10.1,TX10009128,2026-04-21 19:53:00,W000614,W002091,GB,IN,AS5089,AS45609
10.12.30.1,10.15.30.7,TX10008729,2026-04-21 20:29:00,W001422,W001946,US,CA,AS15169,AS812
10.14.20.2,10.13.20.1,TX10004608,2026-04-21 20:34:00,W000822,W002263,IN,AU,AS55836,AS1221
10.11.30.4,10.11.30.8,TX10007814,2026-04-21 20:47:00,W001647,W000841,US,AU,AS15169,AS1221
10.11.30.5,10.14.10.5,TX10001776,2026-04-21 21:11:00,W000921,W000241,IN,GB,AS4755,AS5089
10.13.10.2,10.14.30.2,TX10009171,2026-04-21 21:41:00,W000237,W002427,NL,SG,AS6830,AS4657
10.11.20.7,10.12.30.7,TX10003053,2026-04-21 22:15:00,W001584,W001871,GB,IN,AS5089,AS45609
10.11.20.7,10.14.10.5,TX10002324,2026-04-21 22:32:00,W001237,W001630,US,NL,AS15169,AS1136
10.12.20.3,10.14.20.6,TX10007383,2026-04-21 22:40:00,W000405,W000964,NL,DE,AS6830,AS6805
10.15.10.8,10.15.10.6,TX10006659,2026-04-21 22:41:00,W001544,W000703,US,SG,AS15169,AS9506
10.14.20.5,10.13.30.6,TX10001094,2026-04-21 23:17:00,W001818,W001642,US,US,AS15169,AS7922
10.13.10.7,10.13.30.3,TX10009451,2026-04-22 00:02:00,W000115,W001144,IN,GB,AS45609,AS2856
10.14.30.1,10.11.20.6,TX10003935,2026-04-22 00:03:00,W001732,W002212,NL,DE,AS1136,AS6805
10.13.10.4,10.12.20.2,TX10008982,2026-04-22 00:27:00,W001508,W002257,CA,US,AS577,AS7922
10.13.30.6,10.15.30.5,TX10002583,2026-04-22 00:54:00,W002096,W001968,CA,GB,AS577,AS5089
10.12.30.1,10.14.20.2,TX10009047,2026-04-22 00:58:00,W001679,W000742,IN,CA,AS4755,AS812
10.11.10.4,10.14.30.4,TX10001503,2026-04-22 01:12:00,W001089,W000095,US,IN,AS7922,AS4755
10.14.20.8,10.14.30.2,TX10001581,2026-04-22 01:12:00,W000521,W001617,DE,IN,AS3320,AS4755
10.13.30.6,10.12.20.7,TX10006270,2026-04-22 02:17:00,W000380,W001904,US,AU,AS7922,AS4804
10.12.10.5,10.15.20.3,TX10008620,2026-04-22 02:32:00,W001106,W000324,US,NL,AS7018,AS1136
10.13.20.2,10.14.20.4,TX10001850,2026-04-22 02:58:00,W001448,W000616,IN,CA,AS4755,AS812
10.11.30.6,10.15.30.8,TX10000581,2026-04-22 04:35:00,W000011,W002090,IN,US,AS4755,AS15169
10.14.10.2,10.11.30.6,TX10009417,2026-04-22 04:58:00,W001354,W001200,IN,SG,AS55836,AS4657
10.15.20.3,10.13.20.6,TX10001494,2026-04-22 05:05:00,W002362,W000784,IN,GB,AS4755,AS5089
10.11.10.8,10.15.10.4,TX10005140,2026-04-22 05:20:00,W000684,W001864,US,NL,AS7922,AS1136
10.11.20.5,10.14.30.3,TX10005465,2026-04-22 05:22:00,W001901,W002128,US,NL,AS7018,AS1136
10.14.30.3,10.12.30.7,TX10009695,2026-04-22 06:03:00,W002375,W000172,GB,IN,AS2856,AS4755
10.14.10.8,10.13.10.6,TX10005718,2026-04-22 06:04:00,W000932,W001592,SG,IN,AS4657,AS45609
10.14.10.6,10.14.20.8,TX10001496,2026-04-22 06:05:00,W000905,W000491,IN,SG,AS4755,AS4657
10.11.30.8,10.13.10.4,TX10004065,2026-04-22 06:29:00,W000327,W001679,NL,NL,AS6830,AS1136
10.15.10.1,10.14.10.5,TX10007881,2026-04-22 06:40:00,W001386,W000964,IN,IN,AS4755,AS55836
10.12.10.4,10.11.10.4,TX10003873,2026-04-22 06:48:00,W000788,W001470,IN,US,AS4755,AS7018
10.12.10.6,10.11.30.1,TX10006317,2026-04-22 06:57:00,W000080,W001375,US,NL,AS7922,AS1136
10.15.10.6,10.14.10.8,TX10006614,2026-04-22 08:04:00,W001637,W000258,AU,AU,AS1221,AS1221
10.13.10.2,10.13.20.2,TX10002523,2026-04-22 08:18:00,W000108,W000363,IN,GB,AS4755,AS2856
10.11.10.3,10.11.10.1,TX10006989,2026-04-22 08:26:00,W002474,W002229,CA,AU,AS577,AS4804
10.13.30.3,10.11.10.5,TX10000331,2026-04-22 08:34:00,W001003,W002435,SG,AU,AS4657,AS4804
10.14.10.8,10.14.30.8,TX10002051,2026-04-22 08:37:00,W001737,W000199,SG,AU,AS9506,AS4804
10.12.30.6,10.13.30.8,TX10009933,2026-04-22 08:48:00,W001362,W001580,US,NL,AS7018,AS1136
10.12.20.3,10.15.20.5,TX10009050,2026-04-22 09:00:00,W002276,W000510,IN,US,AS55836,AS7922
10.14.10.4,10.13.10.3,TX10002142,2026-04-22 09:02:00,W001804,W002075,US,SG,AS7922,AS4657
10.13.20.2,10.13.20.2,TX10007477,2026-04-22 09:23:00,W000634,W000541,AU,SG,AS1221,AS4657
10.12.10.4,10.14.20.8,TX10007012,2026-04-22 09:27:00,W002335,W002056,NL,AU,AS6830,AS4804
10.15.10.7,10.13.30.4,TX10006325,2026-04-22 09:31:00,W000878,W001939,SG,CA,AS9506,AS812
10.15.10.6,10.15.20.2,TX10003267,2026-04-22 11:12:00,W001372,W000666,SG,SG,AS4657,AS9506
10.11.10.5,10.14.20.2,TX10002655,2026-04-22 11:24:00,W000639,W001771,NL,US,AS6830,AS7922
10.15.30.2,10.11.10.6,TX10001746,2026-04-22 11:49:00,W002472,W001064,DE,NL,AS3320,AS6830
10.13.20.7,10.15.30.6,TX10003382,2026-04-22 12:10:00,W000999,W000008,AU,NL,AS4804,AS1136
10.11.30.1,10.13.10.4,TX10004021,2026-04-22 12:10:00,W002489,W000648,DE,AU,AS6805,AS1221
10.12.30.1,10.13.30.6,TX10007718,2026-04-22 12:49:00,W001368,W001880,AU,NL,AS1221,AS1136
10.14.10.4,10.13.30.8,TX10005492,2026-04-22 13:09:00,W000080,W002278,IN,SG,AS45609,AS9506
10.11.30.5,10.13.30.8,TX10001994,2026-04-22 13:11:00,W001962,W001726,IN,IN,AS45609,AS4755
10.13.10.6,10.15.20.6,TX10005122,2026-04-22 14:05:00,W002175,W001492,GB,GB,AS5089,AS2856
10.15.20.5,10.15.30.6,TX10005054,2026-04-22 14:25:00,W001741,W002221,IN,US,AS45609,AS7922
10.11.10.2,10.12.20.4,TX10003444,2026-04-22 14:49:00,W001431,W002043,US,NL,AS15169,AS6830
10.11.10.7,10.15.30.4,TX10008707,2026-04-22 15:23:00,W000855,W000438,AU,CA,AS1221,AS812
10.13.20.6,10.11.30.5,TX10000398,2026-04-22 16:47:00,W000038,W001380,GB,NL,AS2856,AS6830
10.12.20.1,10.14.10.1,TX10003534,2026-04-22 17:20:00,W002155,W001355,US,CA,AS7018,AS812
10.13.10.8,10.12.20.1,TX10007568,2026-04-22 17:40:00,W000794,W001878,IN,GB,AS4755,AS5089
10.11.10.7,10.13.10.6,TX10004609,2026-04-22 17:44:00,W002241,W001839,US,CA,AS7922,AS812
10.12.10.2,10.12.10.8,TX10003668,2026-04-22 18:00:00,W000311,W000726,DE,US,AS6805,AS7018
10.14.20.5,10.11.30.4,TX10000899,2026-04-22 19:15:00,W001486,W002066,CA,GB,AS577,AS2856
10.13.10.4,10.11.20.8,TX10000113,2026-04-22 19:59:00,W000038,W000408,AU,US,AS4804,AS15169
10.14.20.3,10.12.20.6,TX10000145,2026-04-22 20:20:00,W000033,W001402,DE,GB,AS3320,AS5089
10.13.30.5,10.11.30.8,TX10001890,2026-04-22 20:57:00,W002477,W000318,US,SG,AS15169,AS9506
10.15.30.5,10.13.10.4,TX10000856,2026-04-22 21:50:00,W001242,W001544,DE,US,AS3320,AS15169
10.15.20.3,10.12.10.3,TX10009610,2026-04-22 23:47:00,W002033,W000278,IN,NL,AS45609,AS6830
10.11.30.1,10.12.10.5,TX10002188,2026-04-22 23:49:00,W000785,W002003,IN,US,AS55836,AS7018
10.14.10.2,10.13.20.3,TX10003094,2026-04-22 23:49:00,W001123,W001385,US,AU,AS7018,AS1221
10.14.10.4,10.15.20.4,TX10002533,2026-04-23 00:03:00,W001003,W000335,GB,NL,AS2856,AS1136
10.15.10.1,10.12.10.6,TX10000535,2026-04-23 00:11:00,W000031,W002359,SG,DE,AS4657,AS3320
10.12.30.8,10.11.10.1,TX10008898,2026-04-23 00:41:00,W001656,W001655,IN,DE,AS4755,AS3320
10.11.30.8,10.11.10.3,TX10007915,2026-04-23 00:52:00,W000473,W001445,GB,US,AS5089,AS7018
10.12.10.8,10.14.30.8,TX10008546,2026-04-23 01:18:00,W001225,W000081,IN,IN,AS45609,AS45609
10.11.20.8,10.13.10.7,TX10006607,2026-04-23 01:31:00,W002022,W000274,IN,IN,AS55836,AS4755
10.12.30.1,10.15.10.6,TX10003747,2026-04-23 02:34:00,W001175,W000403,IN,IN,AS55836,AS55836
10.13.20.7,10.11.10.6,TX10006238,2026-04-23 03:10:00,W002112,W002047,GB,GB,AS5089,AS5089
10.11.10.3,10.12.30.6,TX10009687,2026-04-23 03:26:00,W001600,W000558,GB,US,AS5089,AS15169
10.11.30.2,10.13.20.3,TX10002630,2026-04-23 03:28:00,W001547,W000208,GB,NL,AS5089,AS1136
10.12.30.8,10.11.30.1,TX10004032,2026-04-23 03:51:00,W000597,W000501,SG,CA,AS4657,AS577
10.15.30.2,10.13.30.4,TX10008694,2026-04-23 04:00:00,W002264,W002267,IN,CA,AS4755,AS577
10.11.10.6,10.11.10.8,TX10002187,2026-04-23 04:12:00,W000561,W000870,IN,DE,AS55836,AS6805
10.12.20.8,10.12.20.3,TX10003176,2026-04-23 04:37:00,W000956,W000888,IN,AU,AS4755,AS1221
10.12.10.3,10.15.10.5,TX10000249,2026-04-23 04:43:00,W000014,W000498,NL,CA,AS6830,AS812
10.11.10.3,10.14.30.7,TX10005728,2026-04-23 05:02:00,W001454,W002139,AU,DE,AS4804,AS6805
10.11.30.5,10.11.20.1,TX10000546,2026-04-23 05:28:00,W000029,W001339,DE,CA,AS6805,AS577
10.12.20.8,10.13.10.3,TX10006817,2026-04-23 06:03:00,W001481,W002308,IN,GB,AS55836,AS5089
10.12.20.3,10.11.20.1,TX10005141,2026-04-23 06:08:00,W000782,W002072,AU,AU,AS1221,AS1221
10.14.10.1,10.14.10.5,TX10009162,2026-04-23 06:18:00,W001854,W000941,IN,DE,AS55836,AS3320
10.15.30.6,10.15.10.5,TX10003502,2026-04-23 06:30:00,W000391,W002301,DE,IN,AS6805,AS4755
10.11.30.7,10.14.30.7,TX10005487,2026-04-23 06:34:00,W002424,W001474,GB,NL,AS2856,AS1136
10.15.30.8,10.15.10.7,TX10004668,2026-04-23 06:58:00,W002200,W001726,GB,IN,AS5089,AS4755
10.13.30.1,10.14.20.4,TX10000437,2026-04-23 06:59:00,W000046,W000057,SG,NL,AS4657,AS6830
10.13.30.8,10.11.10.6,TX10001533,2026-04-23 07:39:00,W002011,W001197,US,DE,AS7018,AS3320
10.13.20.1,10.13.20.8,TX10005632,2026-04-23 08:36:00,W000766,W001843,US,SG,AS7018,AS9506
10.11.10.7,10.13.30.8,TX10006306,2026-04-23 08:59:00,W001884,W000117,US,CA,AS15169,AS577
10.12.20.7,10.14.30.1,TX10002384,2026-04-23 09:09:00,W000872,W001641,IN,NL,AS45609,AS6830
10.13.20.4,10.14.10.7,TX10003389,2026-04-23 09:59:00,W001376,W000291,SG,CA,AS4657,AS812
10.15.10.4,10.11.20.5,TX10008247,2026-04-23 10:08:00,W002476,W000440,SG,GB,AS9506,AS2856
10.15.20.2,10.12.30.3,TX10007888,2026-04-23 10:30:00,W001406,W001174,US,NL,AS7018,AS1136
10.13.30.3,10.13.30.5,TX10006020,2026-04-23 10:35:00,W001837,W002033,IN,IN,AS4755,AS55836
10.11.30.8,10.15.10.8,TX10007345,2026-04-23 10:49:00,W001566,W001591,AU,DE,AS1221,AS3320
10.14.20.8,10.12.20.2,TX10000423,2026-04-23 12:10:00,W000001,W001601,GB,IN,AS2856,AS55836
10.11.20.3,10.11.30.5,TX10009860,2026-04-23 12:26:00,W001861,W001512,SG,AU,AS9506,AS1221
10.15.10.3,10.15.10.1,TX10003445,2026-04-23 12:31:00,W000949,W001569,SG,IN,AS4657,AS55836
10.12.20.1,10.15.10.6,TX10004153,2026-04-23 12:53:00,W000465,W001955,CA,CA,AS577,AS812
10.12.10.3,10.13.30.7,TX10001002,2026-04-23 13:01:00,W000184,W001144,US,SG,AS15169,AS4657
10.12.20.7,10.13.30.3,TX10001272,2026-04-23 13:07:00,W000395,W000052,SG,SG,AS4657,AS4657
10.15.20.6,10.13.10.4,TX10006130,2026-04-23 13:07:00,W000102,W000493,SG,CA,AS9506,AS812
10.14.10.4,10.15.30.8,TX10006551,2026-04-23 13:25:00,W001199,W000869,IN,SG,AS4755,AS4657
10.15.10.1,10.15.10.7,TX10007691,2026-04-23 14:21:00,W000279,W000778,US,IN,AS7922,AS45609
10.11.20.6,10.15.10.6,TX10008801,2026-04-23 14:52:00,W001472,W002295,IN,SG,AS45609,AS4657
10.15.10.6,10.11.30.7,TX10001039,2026-04-23 15:28:00,W002321,W001288,US,AU,AS7018,AS1221
10.12.10.3,10.13.20.3,TX10007879,2026-04-23 15:28:00,W000876,W002315,US,CA,AS7018,AS812
10.14.10.7,10.12.20.4,TX10009242,2026-04-23 15:44:00,W000808,W002338,US,US,AS7922,AS7018
10.14.20.5,10.12.10.5,TX10000425,2026-04-23 17:02:00,W000013,W001167,AU,SG,AS1221,AS4657
10.12.30.3,10.13.20.2,TX10000986,2026-04-23 17:18:00,W000045,W000448,US,SG,AS7018,AS9506
10.15.30.8,10.14.20.5,TX10007348,2026-04-23 18:28:00,W000461,W000433,GB,AU,AS5089,AS1221
10.14.30.8,10.12.30.2,TX10008277,2026-04-23 19:01:00,W000439,W000080,IN,CA,AS4755,AS812
10.15.20.1,10.11.10.6,TX10004467,2026-04-23 19:38:00,W001175,W001389,IN,NL,AS45609,AS6830
10.11.30.5,10.11.30.5,TX10003893,2026-04-23 19:55:00,W001002,W001641,IN,IN,AS55836,AS55836
10.12.10.4,10.11.10.8,TX10003508,2026-04-23 20:13:00,W000137,W000996,US,IN,AS7018,AS4755
10.13.30.8,10.12.20.6,TX10006981,2026-04-23 20:13:00,W000402,W001910,IN,CA,AS45609,AS812
10.13.30.3,10.14.20.3,TX10002502,2026-04-23 20:30:00,W001042,W001462,IN,DE,AS55836,AS3320
10.15.10.2,10.14.20.3,TX10005736,2026-04-23 20:51:00,W002221,W002220,DE,SG,AS6805,AS9506
10.12.10.6,10.15.30.8,TX10004682,2026-04-23 20:51:00,W000528,W002377,GB,US,AS5089,AS7018
10.15.30.1,10.14.10.8,TX10003775,2026-04-23 20:59:00,W002433,W001574,IN,IN,AS55836,AS45609
10.15.20.1,10.13.10.2,TX10001657,2026-04-23 21:38:00,W000386,W000895,IN,NL,AS45609,AS6830
10.11.30.2,10.12.30.6,TX10005217,2026-04-23 21:40:00,W001036,W000253,US,NL,AS15169,AS6830
10.15.30.3,10.11.30.1,TX10008201,2026-04-23 22:02:00,W001182,W001302,CA,NL,AS577,AS6830
10.12.10.1,10.13.30.5,TX10006914,2026-04-23 23:08:00,W000874,W000239,CA,AU,AS812,AS4804
10.12.30.7,10.14.20.5,TX10003314,2026-04-23 23:35:00,W001278,W000459,US,GB,AS7922,AS2856
10.13.10.7,10.14.30.4,TX10002195,2026-04-23 23:44:00,W001027,W001103,IN,IN,AS55836,AS4755
10.14.30.5,10.13.30.3,TX10004049,2026-04-24 00:06:00,W000138,W000358,IN,GB,AS4755,AS5089
10.14.30.2,10.12.30.4,TX10004132,2026-04-24 00:42:00,W001109,W001386,IN,DE,AS4755,AS6805
10.11.30.8,10.11.20.8,TX10000845,2026-04-24 01:25:00,W000037,W000592,SG,NL,AS9506,AS6830
10.15.20.6,10.11.30.1,TX10009408,2026-04-24 01:29:00,W000653,W001360,NL,IN,AS1136,AS55836
10.11.30.8,10.14.10.5,TX10004956,2026-04-24 02:16:00,W000802,W000214,US,CA,AS7922,AS812
10.14.20.4,10.11.10.3,TX10003676,2026-04-24 02:27:00,W001226,W001055,NL,GB,AS6830,AS5089
10.15.30.5,10.12.30.2,TX10009275,2026-04-24 03:33:00,W002313,W002138,AU,IN,AS4804,AS55836
10.13.10.8,10.13.10.1,TX10007369,2026-04-24 03:34:00,W001775,W002165,IN,DE,AS45609,AS3320
10.14.30.5,10.12.20.4,TX10008625,2026-04-24 03:41:00,W001542,W000447,DE,CA,AS6805,AS577
10.11.10.3,10.13.20.7,TX10000523,2026-04-24 03:49:00,W002337,W002365,SG,CA,AS4657,AS812
10.14.20.2,10.11.10.3,TX10007478,2026-04-24 03:51:00,W000253,W002237,IN,CA,AS45609,AS577
10.13.20.5,10.15.10.6,TX10008323,2026-04-24 04:09:00,W002467,W000917,DE,DE,AS6805,AS6805
10.14.10.5,10.15.10.3,TX10009284,2026-04-24 05:45:00,W002022,W002448,CA,US,AS577,AS7922
10.14.30.4,10.13.20.7,TX10009904,2026-04-24 06:06:00,W000074,W002250,DE,SG,AS3320,AS9506
10.12.30.3,10.13.10.4,TX10007408,2026-04-24 06:10:00,W000779,W001585,CA,IN,AS577,AS45609
10.11.10.2,10.12.10.2,TX10007566,2026-04-24 07:07:00,W001297,W002145,GB,DE,AS5089,AS6805
10.14.30.2,10.12.10.5,TX10001369,2026-04-24 07:11:00,W000606,W001135,SG,US,AS9506,AS7922
10.11.30.7,10.12.30.2,TX10001965,2026-04-24 07:30:00,W002199,W002284,IN,US,AS45609,AS7018
10.12.10.3,10.14.10.4,TX10002537,2026-04-24 07:39:00,W001192,W002353,DE,CA,AS3320,AS812
10.13.20.5,10.12.10.3,TX10006222,2026-04-24 08:50:00,W001082,W001711,IN,GB,AS45609,AS2856
10.12.10.8,10.12.20.7,TX10004023,2026-04-24 09:26:00,W001507,W000770,IN,US,AS55836,AS7922
10.14.20.6,10.15.20.8,TX10008941,2026-04-24 09:51:00,W000042,W001823,IN,DE,AS45609,AS6805
10.12.10.6,10.11.20.1,TX10001777,2026-04-24 10:05:00,W000090,W001104,AU,SG,AS4804,AS4657
10.11.10.3,10.14.30.4,TX10002574,2026-04-24 10:07:00,W001733,W002005,IN,IN,AS45609,AS45609
10.15.10.8,10.12.10.4,TX10003043,2026-04-24 10:11:00,W001995,W002466,IN,IN,AS45609,AS45609
10.11.10.2,10.15.30.3,TX10008132,2026-04-24 10:52:00,W001149,W002233,DE,SG,AS6805,AS4657
10.15.10.6,10.12.20.3,TX10003489,2026-04-24 11:03:00,W000834,W000297,IN,IN,AS4755,AS45609
10.12.30.6,10.15.30.7,TX10004296,2026-04-24 11:59:00,W001930,W002013,IN,AU,AS55836,AS4804
10.12.10.7,10.13.20.7,TX10006120,2026-04-24 12:27:00,W001398,W002063,NL,DE,AS1136,AS6805
10.15.20.4,10.13.10.3,TX10000406,2026-04-24 12:47:00,W000049,W002328,GB,US,AS5089,AS7018
10.15.20.2,10.13.20.5,TX10007725,2026-04-24 12:57:00,W000920,W002082,GB,US,AS5089,AS15169
10.14.30.3,10.14.20.1,TX10002032,2026-04-24 12:59:00,W001591,W000763,CA,US,AS577,AS7018
10.15.20.3,10.11.30.2,TX10003626,2026-04-24 13:29:00,W001385,W002365,IN,DE,AS4755,AS6805
10.14.30.4,10.13.10.4,TX10003460,2026-04-24 13:32:00,W001390,W001701,US,GB,AS15169,AS2856
10.12.20.5,10.15.30.4,TX10006795,2026-04-24 14:56:00,W002369,W002027,SG,SG,AS4657,AS9506
10.15.10.5,10.15.20.5,TX10007026,2026-04-24 15:01:00,W000372,W000737,GB,SG,AS5089,AS4657
10.11.10.1,10.11.30.4,TX10000773,2026-04-24 15:23:00,W000017,W001702,CA,SG,AS577,AS4657
10.13.20.3,10.14.30.6,TX10001027,2026-04-24 16:46:00,W001217,W001468,GB,NL,AS2856,AS6830
10.11.30.8,10.15.30.4,TX10009805,2026-04-24 17:26:00,W001851,W001554,IN,AU,AS45609,AS1221
10.11.10.3,10.11.10.8,TX10000144,2026-04-24 17:47:00,W001416,W001526,DE,US,AS3320,AS7018
10.14.30.4,10.14.20.4,TX10005376,2026-04-24 18:32:00,W000247,W000393,IN,DE,AS45609,AS3320
10.13.10.8,10.12.10.8,TX10007191,2026-04-24 18:47:00,W001928,W001363,IN,IN,AS45609,AS4755
10.15.10.8,10.13.10.5,TX10000454,2026-04-24 19:40:00,W000044,W001475,DE,US,AS3320,AS7018
10.13.30.5,10.15.10.1,TX10002498,2026-04-24 20:18:00,W001307,W000332,NL,IN,AS1136,AS45609
10.15.30.6,10.13.20.3,TX10003777,2026-04-24 21:13:00,W000413,W000120,SG,GB,AS9506,AS2856
10.15.20.8,10.15.20.7,TX10003166,2026-04-24 21:14:00,W001796,W002305,US,NL,AS7922,AS1136
10.11.20.3,10.11.20.2,TX10004751,2026-04-24 22:03:00,W000817,W000793,IN,US,AS45609,AS15169
10.12.30.1,10.11.10.2,TX10004140,2026-04-24 22:07:00,W000630,W000752,IN,US,AS55836,AS15169
10.14.30.2,10.13.10.1,TX10000715,2026-04-24 22:59:00,W000064,W000552,NL,CA,AS1136,AS577
10.11.10.7,10.13.10.2,TX10001779,2026-04-25 00:49:00,W001351,W000218,US,US,AS7018,AS7922
10.15.30.4,10.13.30.1,TX10009256,2026-04-25 00:56:00,W000133,W001470,SG,SG,AS4657,AS4657
10.14.30.3,10.15.20.5,TX10005458,2026-04-25 01:26:00,W000612,W001307,US,NL,AS7922,AS6830
10.12.30.8,10.13.10.3,TX10008312,2026-04-25 01:36:00,W001049,W002408,US,US,AS7922,AS15169
10.12.10.2,10.14.10.4,TX10008043,2026-04-25 01:52:00,W001005,W001742,SG,DE,AS9506,AS3320
10.11.10.6,10.13.30.6,TX10005781,2026-04-25 02:15:00,W000696,W002481,AU,US,AS4804,AS7922
10.13.20.1,10.11.30.4,TX10002294,2026-04-25 03:34:00,W000475,W002466,IN,SG,AS45609,AS4657
10.15.20.7,10.14.30.3,TX10007271,2026-04-25 03:58:00,W000670,W001504,CA,DE,AS812,AS3320
10.14.30.1,10.12.10.7,TX10007788,2026-04-25 04:05:00,W000728,W002390,SG,NL,AS4657,AS1136
10.13.30.4,10.14.10.5,TX10003920,2026-04-25 04:45:00,W001913,W000870,IN,US,AS45609,AS15169
10.13.10.4,10.12.10.1,TX10006515,2026-04-25 05:38:00,W001329,W001260,NL,GB,AS1136,AS5089
10.12.20.8,10.11.30.4,TX10000719,2026-04-25 05:46:00,W000018,W000924,CA,DE,AS577,AS6805
10.13.20.5,10.12.30.8,TX10002765,2026-04-25 05:47:00,W001992,W002282,DE,AU,AS3320,AS1221
10.11.10.7,10.12.30.4,TX10001613,2026-04-25 05:59:00,W000169,W001105,DE,IN,AS6805,AS4755
10.14.30.8,10.13.30.4,TX10009577,2026-04-25 08:32:00,W000379,W000899,NL,DE,AS6830,AS6805
10.11.20.7,10.15.20.6,TX10004736,2026-04-25 08:38:00,W000421,W001705,DE,US,AS3320,AS7018
10.13.20.3,10.13.30.8,TX10001649,2026-04-25 08:44:00,W001907,W000483,SG,GB,AS4657,AS5089
10.12.20.1,10.14.20.4,TX10001347,2026-04-25 08:46:00,W001094,W000816,US,US,AS7018,AS7922
10.11.20.6,10.11.20.2,TX10007864,2026-04-25 09:14:00,W001444,W002270,SG,IN,AS9506,AS55836
10.13.30.1,10.15.10.5,TX10006615,2026-04-25 11:31:00,W000986,W001070,IN,CA,AS45609,AS577
10.12.20.5,10.15.10.8,TX10009547,2026-04-25 11:35:00,W001464,W000749,IN,GB,AS45609,AS5089
10.11.20.8,10.13.20.2,TX10008674,2026-04-25 11:46:00,W000301,W000807,NL,CA,AS1136,AS812
10.13.20.8,10.11.30.4,TX10001844,2026-04-25 12:26:00,W001325,W001192,AU,SG,AS1221,AS4657
10.14.20.8,10.11.20.4,TX10001975,2026-04-25 12:41:00,W000520,W000136,IN,SG,AS45609,AS9506
10.14.30.8,10.14.20.2,TX10005604,2026-04-25 13:37:00,W000529,W001296,DE,DE,AS3320,AS6805
10.13.20.1,10.11.30.6,TX10002092,2026-04-25 13:52:00,W000411,W002144,IN,NL,AS55836,AS1136
10.15.30.3,10.12.20.3,TX10007914,2026-04-25 13:57:00,W000378,W002332,IN,IN,AS45609,AS4755
10.13.10.1,10.11.10.8,TX10006095,2026-04-25 13:58:00,W002149,W002481,US,US,AS7018,AS7018
10.13.20.5,10.14.30.4,TX10003710,2026-04-25 14:20:00,W000933,W000965,DE,AU,AS6805,AS1221
10.14.20.1,10.11.10.2,TX10003259,2026-04-25 14:25:00,W000231,W001054,SG,NL,AS4657,AS6830
10.14.10.1,10.11.30.5,TX10000915,2026-04-25 15:05:00,W000443,W001465,DE,AU,AS3320,AS1221
10.12.10.7,10.14.30.8,TX10000821,2026-04-25 15:13:00,W000028,W001930,NL,DE,AS1136,AS6805
10.11.30.4,10.13.20.8,TX10008158,2026-04-25 15:16:00,W002011,W001794,US,SG,AS15169,AS4657
10.13.10.3,10.13.10.7,TX10001430,2026-04-25 16:58:00,W002059,W000344,DE,AU,AS6805,AS4804
10.12.20.6,10.11.30.2,TX10009534,2026-04-25 18:28:00,W002203,W001793,US,DE,AS7922,AS6805
10.15.30.4,10.14.30.3,TX10007555,2026-04-25 18:33:00,W002386,W001700,NL,CA,AS6830,AS577
10.15.10.4,10.15.20.4,TX10004610,2026-04-25 18:34:00,W000864,W001074,IN,AU,AS45609,AS4804
10.13.10.4,10.11.30.6,TX10004539,2026-04-25 18:51:00,W001966,W001153,IN,CA,AS4755,AS577
10.12.30.6,10.13.20.2,TX10001427,2026-04-25 19:38:00,W000067,W002483,US,DE,AS7922,AS3320
10.12.30.3,10.14.10.3,TX10008440,2026-04-25 20:56:00,W001154,W000183,GB,US,AS2856,AS7922
10.12.20.4,10.12.20.5,TX10004794,2026-04-25 21:09:00,W000959,W000006,GB,SG,AS2856,AS9506
10.13.20.2,10.11.30.3,TX10001572,2026-04-25 21:38:00,W000751,W000033,US,US,AS7018,AS7922
10.12.30.1,10.11.30.3,TX10001417,2026-04-25 21:44:00,W000022,W001562,CA,DE,AS812,AS3320
10.14.30.7,10.12.20.8,TX10008685,2026-04-25 21:46:00,W001061,W001316,AU,CA,AS4804,AS812
10.12.20.1,10.13.10.4,TX10008325,2026-04-25 21:55:00,W001878,W000220,US,NL,AS7922,AS1136
