txid,timestamp,block_height,time_step,src_ip,dst_ip,src_port,dst_port,protocol,network_timestamp,connection_duration_sec,packet_count,bytes_transferred,src_country,dst_country,src_asn,dst_asn,input_addresses,output_addresses,input_amounts,output_amounts,total_input_amount_btc,total_output_amount_btc,fee_btc,num_inputs,num_outputs,script_type,source_wallet,destination_wallet,transaction_frequency_24h,avg_time_gap_min,wallet_degree,unique_ip_count,country_count,asn_count,ground_truth,scenario
TX10003363,2026-03-31 08:03:00,862816,90,10.12.20.1,10.13.10.2,18444,8333,TCP,2026-03-31 08:02:47,4.854,201,46030,DE,GB,AS3320,AS5089,W000435|W001838|W002047,W002371|W002431|W002294|W000085,0.311677|0.792619|0.268493,0.267612|1.017005|0.009563|0.075324,1.372789,1.369504,0.003285,3,4,P2PKH,W000435,W002371,5,356.958,10,4,1,2,synthetic_normal,normal
TX10005440,2026-03-31 08:04:00,862816,90,10.14.30.1,10.15.30.2,18333,8333,TCP,2026-03-31 08:03:46,12.81,209,40063,GB,AU,AS5089,AS1221,W000754|W002417|W000408,W001605|W000722|W002099,0.086099|0.231696|0.294960,0.138548|0.276472|0.196440,0.612755,0.61146,0.001294,3,3,P2WSH,W000754,W001605,10,284.766,14,3,1,1,synthetic_normal,normal
TX10008597,2026-03-31 08:14:00,862817,90,10.13.20.3,10.12.30.2,18444,8333,TCP,2026-03-31 08:13:55,89.093,154,58571,SG,IN,AS4657,AS45609,W001220,W000535|W001567,0.268833,0.012007|0.254019,0.268833,0.266025,0.002808,1,2,P2SH,W001220,W000535,11,143.977,19,1,2,1,synthetic_normal,normal
TX10000090,2026-03-31 09:44:00,862826,90,10.13.10.8,10.12.20.6,18333,8333,TCP,2026-03-31 09:43:44,1.573,4370,87855,CA,IN,AS577,AS4755,W000214|W000471|W000912|W001122|W000366|W001430|W000549|W000248|W002276|W001110|W001560|W000351|W000334|W000516|W000550,W002253|W001412|W000703|W000742|W001318|W000398,0.396432|0.111575|0.335042|0.326473|0.068208|0.111562|0.093810|0.087084|0.018762|0.285554|0.125925|1.236337|0.025669|0.135782|0.012564,0.758385|0.008194|0.063436|0.417563|1.855103|0.247418,3.370778,3.350099,0.020679,15,6,P2WPKH,W000030,W002253,129,2.231,78,36,5,7,synthetic_anomalous,fan_in
TX10009923,2026-03-31 10:05:00,862828,90,10.12.30.3,10.14.10.2,8333,8333,TCP,2026-03-31 10:04:56,20.705,129,2316,AU,US,AS1221,AS7018,W000518|W000173|W000139,W001071|W002392|W001977,0.170516|0.137543|0.089946,0.030989|0.073223|0.293405,0.398005,0.397616,0.000389,3,3,P2PKH,W000518,W001071,1,174.43,4,4,2,1,synthetic_normal,normal
TX10007909,2026-03-31 10:28:00,862830,90,10.15.20.6,10.12.20.3,8333,8333,TCP,2026-03-31 10:27:59,50.344,118,4364,US,SG,AS15169,AS9506,W000606|W001414|W001176,W001446|W000403|W001864,0.200266|0.103883|0.389500,0.028359|0.584573|0.077842,0.69365,0.690774,0.002876,3,3,P2WPKH,W000606,W001446,15,185.984,5,4,1,1,synthetic_normal,normal
TX10000118,2026-03-31 10:35:00,862831,90,10.15.20.4,10.15.20.6,18333,8333,TCP,2026-03-31 10:34:47,0.658,4409,764921,GB,US,AS2856,AS7018,W000024|W002215,W000418|W002269|W001478,3.823998|5.065550,0.458568|7.723856|0.695731,8.889548,8.878155,0.011393,2,3,P2WSH,W000024,W000418,133,2.51,90,2,4,8,synthetic_anomalous,ip_wallet_reuse
TX10005918,2026-03-31 11:04:00,862834,90,10.12.30.8,10.15.30.7,18333,8333,TCP,2026-03-31 11:04:00,9.619,134,57352,IN,CA,AS45609,AS577,W001240|W002323,W001456|W001735,0.012408|0.158898,0.100745|0.067602,0.171305,0.168346,0.002959,2,2,P2WSH,W001240,W001456,2,255.614,7,3,2,2,synthetic_normal,normal
TX10005773,2026-03-31 11:44:00,862838,90,10.13.30.4,10.13.30.3,18444,8333,TCP,2026-03-31 11:43:59,48.067,60,57914,US,NL,AS7922,AS6830,W000995,W000264|W000436|W000816,0.973174,0.323736|0.186509|0.460661,0.973174,0.970906,0.002268,1,3,P2WSH,W000995,W000264,6,163.821,3,3,1,1,synthetic_normal,normal
TX10002669,2026-03-31 11:57:00,862839,90,10.11.20.6,10.14.10.1,18333,8333,TCP,2026-03-31 11:56:45,9.77,314,21492,US,SG,AS7018,AS9506,W000607|W000873,W000021|W001118|W001397,0.391055|0.291314,0.285751|0.283925|0.111231,0.682369,0.680907,0.001463,2,3,P2WSH,W000607,W000021,10,103.911,3,3,1,1,synthetic_normal,normal
TX10007980,2026-03-31 12:13:00,862841,90,10.12.10.8,10.15.10.8,18333,8333,TCP,2026-03-31 12:12:55,16.933,380,12461,US,AU,AS7018,AS1221,W002009,W001366|W000399|W002236,0.470947,0.062341|0.113089|0.295174,0.470947,0.470604,0.000343,1,3,P2WSH,W002009,W001366,6,287.517,14,1,1,2,synthetic_normal,normal
TX10009968,2026-03-31 12:20:00,862842,90,10.12.10.1,10.13.10.1,18333,8333,TCP,2026-03-31 12:19:52,81.289,22,34670,US,AU,AS7922,AS4804,W001224,W000702|W000503,0.851013,0.264172|0.585418,0.851013,0.84959,0.001423,1,2,P2SH,W001224,W000702,5,246.687,1,1,2,2,synthetic_normal,normal
TX10007219,2026-03-31 12:21:00,862842,90,10.11.20.8,10.12.30.5,18444,8333,TCP,2026-03-31 12:20:51,71.615,144,50328,IN,DE,AS45609,AS6805,W000485|W002351|W000829,W002139|W001394,0.021626|0.253135|0.007768,0.113283|0.166422,0.282529,0.279706,0.002823,3,2,P2WPKH,W000485,W002139,13,305.019,15,2,2,2,synthetic_normal,normal
TX10002527,2026-03-31 12:28:00,862842,90,10.15.30.8,10.14.30.1,18444,8333,TCP,2026-03-31 12:27:46,80.145,306,46336,US,AU,AS7018,AS1221,W000530|W000618,W000524,0.391957|0.018188,0.408319,0.410145,0.408319,0.001826,2,1,P2WSH,W000530,W000524,13,147.184,15,1,1,2,synthetic_normal,normal
TX10002670,2026-03-31 12:30:00,862843,90,10.11.30.5,10.12.20.8,8333,8333,TCP,2026-03-31 12:29:47,14.666,319,18682,DE,CA,AS6805,AS577,W000809|W000405|W002150,W000080|W002092,0.011718|0.006297|0.128772,0.018932|0.126048,0.146786,0.14498,0.001806,3,2,P2WSH,W000809,W000080,10,313.318,14,3,1,2,synthetic_normal,normal
TX10004696,2026-03-31 12:58:00,862845,90,10.12.30.7,10.14.10.4,8333,8333,TCP,2026-03-31 12:57:41,18.99,21,19724,IN,SG,AS4755,AS9506,W000803|W001608,W001466|W000964,0.245036|1.175157,1.040038|0.378415,1.420193,1.418453,0.00174,2,2,P2WSH,W000803,W001466,3,302.669,5,2,1,1,synthetic_normal,normal
TX10000632,2026-03-31 13:16:00,862847,90,10.15.20.7,10.12.30.7,18333,8333,TCP,2026-03-31 13:15:44,11.115,3819,398961,DE,SG,AS6805,AS9506,W000925|W000148|W001971|W001922|W000232|W002484,W000597|W001315|W000950|W001330|W000055|W001257|W000638|W001876|W000791,0.299458|0.259684|0.363301|1.199806|0.582900|0.942517,0.410421|0.055192|1.266020|0.133151|0.437944|0.366569|0.198566|0.362804|0.380811,3.647667,3.611478,0.036189,6,9,P2SH,W000925,W000597,98,0.135,143,39,4,3,synthetic_anomalous,rapid_chain
TX10003663,2026-03-31 16:34:00,862867,90,10.13.10.1,10.13.20.4,18444,8333,TCP,2026-03-31 16:33:44,79.166,371,48353,US,SG,AS7922,AS9506,W001553,W001037|W001449|W001138|W001369,0.402530,0.206091|0.091862|0.040388|0.061172,0.40253,0.399513,0.003017,1,4,P2WPKH,W001553,W001037,12,224.17,2,1,1,1,synthetic_normal,normal
TX10007189,2026-03-31 16:37:00,862867,90,10.15.20.2,10.15.10.4,8333,8333,TCP,2026-03-31 16:36:59,38.684,87,46645,DE,AU,AS6805,AS1221,W000157|W000118|W001610,W001972,0.582002|0.138362|0.139233,0.858485,0.859597,0.858485,0.001112,3,1,P2WSH,W000157,W001972,15,196.704,5,4,1,1,synthetic_normal,normal
TX10004666,2026-03-31 16:39:00,862867,90,10.11.10.4,10.11.20.6,8333,8333,TCP,2026-03-31 16:38:45,87.598,388,25604,NL,IN,AS6830,AS45609,W001999|W002497,W001758|W000915,0.606453|0.074516,0.052285|0.626628,0.680969,0.678913,0.002056,2,2,P2WSH,W001999,W001758,13,194.235,13,2,1,1,synthetic_normal,normal
TX10004516,2026-03-31 17:07:00,862870,90,10.15.20.2,10.14.30.1,8333,8333,TCP,2026-03-31 17:06:54,48.215,27,26043,IN,CA,AS45609,AS577,W001972|W000803|W002474,W001472|W000618,0.141998|0.047805|0.135798,0.276647|0.046783,0.325601,0.32343,0.002171,3,2,P2SH,W001972,W001472,2,295.377,2,4,2,1,synthetic_normal,normal
TX10007723,2026-03-31 17:16:00,862871,90,10.14.30.2,10.11.20.4,18444,8333,TCP,2026-03-31 17:15:42,44.859,25,3438,IN,GB,AS55836,AS2856,W001090|W000547,W001576|W000696|W001134,0.223166|0.160428,0.074953|0.197041|0.111020,0.383594,0.383013,0.00058,2,3,P2PKH,W001090,W001576,10,269.402,8,4,1,2,synthetic_normal,normal
TX10009345,2026-03-31 17:47:00,862874,90,10.12.20.6,10.15.10.5,18444,8333,TCP,2026-03-31 17:46:54,67.858,160,16624,DE,SG,AS6805,AS4657,W002341,W002188|W001592,0.989965,0.728889|0.257878,0.989965,0.986767,0.003198,1,2,P2SH,W002341,W002188,15,25.008,7,2,2,1,synthetic_normal,normal
TX10007977,2026-03-31 18:43:00,862880,90,10.12.20.6,10.14.30.6,18444,8333,TCP,2026-03-31 18:43:00,9.03,69,38155,IN,US,AS55836,AS7922,W001716,W002438|W002009,0.418633,0.302860|0.112552,0.418633,0.415412,0.00322,1,2,P2WSH,W001716,W002438,7,154.068,6,3,2,2,synthetic_normal,normal
TX10003630,2026-03-31 18:45:00,862880,90,10.11.30.2,10.13.20.7,18444,8333,TCP,2026-03-31 18:45:00,27.379,188,1859,IN,SG,AS45609,AS9506,W001994|W000595,W000009|W001847|W001649,0.424617|0.669931,0.006828|0.035729|1.048396,1.094548,1.090953,0.003595,2,3,P2PKH,W001994,W000009,14,215.002,10,2,1,1,synthetic_normal,normal
TX10005391,2026-03-31 18:52:00,862881,90,10.13.20.1,10.11.30.3,18444,8333,TCP,2026-03-31 18:51:41,66.878,384,24012,GB,DE,AS2856,AS3320,W000093,W001320,0.721952,0.721819,0.721952,0.721819,0.000133,1,1,P2SH,W000093,W001320,15,196.598,1,4,1,1,synthetic_normal,normal
TX10008981,2026-03-31 19:17:00,862883,90,10.11.20.3,10.12.10.1,18444,8333,TCP,2026-03-31 19:16:47,86.379,334,9364,IN,AU,AS55836,AS4804,W002023|W000012|W002492,W001833|W001003,0.255864|0.139044|0.372273,0.663931|0.102357,0.767181,0.766288,0.000893,3,2,P2SH,W002023,W001833,12,173.994,19,4,1,1,synthetic_normal,normal
TX10001243,2026-03-31 19:25:00,862884,90,10.11.30.6,10.12.30.3,8333,8333,TCP,2026-03-31 19:24:44,22.283,62,28865,SG,US,AS9506,AS15169,W001714|W000668|W001671,W001017,0.044604|0.018025|0.276067,0.337459,0.338696,0.337459,0.001237,3,1,P2PKH,W001714,W001017,8,250.075,8,2,2,2,synthetic_normal,normal
TX10005267,2026-03-31 19:58:00,862887,90,10.12.20.5,10.14.10.4,18333,8333,TCP,2026-03-31 19:57:44,30.229,32,3225,IN,US,AS4755,AS7922,W001276|W000100,W000130|W000038|W000599|W000314,1.167569|0.297057,0.294681|0.179386|0.156198|0.831113,1.464626,1.461377,0.003249,2,4,P2SH,W001276,W000130,9,145.857,7,3,2,2,synthetic_normal,normal
TX10004060,2026-03-31 20:07:00,862888,90,10.13.10.2,10.11.20.2,18333,8333,TCP,2026-03-31 20:06:58,33.642,275,21839,IN,GB,AS55836,AS5089,W000399,W002358|W002381,0.953819,0.110786|0.840743,0.953819,0.951529,0.00229,1,2,P2PKH,W000399,W002358,15,158.379,6,2,1,2,synthetic_normal,normal
TX10007873,2026-03-31 20:19:00,862889,90,10.12.30.3,10.13.10.4,8333,8333,TCP,2026-03-31 20:18:57,49.78,338,41288,NL,US,AS1136,AS7922,W001977,W002497,0.118521,0.116641,0.118521,0.116641,0.00188,1,1,P2WSH,W001977,W002497,13,85.94,3,4,1,2,synthetic_normal,normal
TX10006967,2026-03-31 20:25:00,862890,90,10.15.30.6,10.15.30.5,18444,8333,TCP,2026-03-31 20:24:56,76.205,297,43304,IN,US,AS4755,AS7922,W000329|W001166,W001925|W001405,0.066315|0.178274,0.137227|0.103624,0.24459,0.240851,0.003739,2,2,P2WPKH,W000329,W001925,8,292.512,18,1,1,2,synthetic_normal,normal
TX10004105,2026-03-31 21:03:00,862894,90,10.14.20.5,10.11.20.6,18333,8333,TCP,2026-03-31 21:02:46,82.166,329,19156,AU,AU,AS4804,AS4804,W000330|W002195|W000410,W000658|W000369|W001618|W001846,0.062054|0.073002|0.162678,0.258368|0.013897|0.004430|0.018843,0.297733,0.295539,0.002195,3,4,P2PKH,W000330,W000658,1,342.685,13,3,2,1,synthetic_normal,normal
TX10006850,2026-03-31 21:28:00,862896,90,10.15.30.7,10.13.20.4,18333,8333,TCP,2026-03-31 21:27:58,39.31,222,30758,GB,AU,AS5089,AS1221,W000775,W001492|W001528|W000529|W001762,1.009192,0.169815|0.766151|0.000028|0.071979,1.009192,1.007973,0.001219,1,4,P2SH,W000775,W001492,5,272.419,6,3,2,2,synthetic_normal,normal
TX10009478,2026-03-31 21:54:00,862899,90,10.12.30.4,10.13.10.7,18444,8333,TCP,2026-03-31 21:53:53,86.768,381,14107,US,NL,AS7922,AS1136,W002371|W002445|W000219,W001358|W002433,0.112204|0.051454|0.165682,0.106564|0.220946,0.329341,0.32751,0.00183,3,2,P2PKH,W002371,W001358,5,25.682,6,4,1,2,synthetic_normal,normal
TX10002877,2026-03-31 22:00:00,862900,90,10.12.30.1,10.15.20.8,18444,8333,TCP,2026-03-31 21:59:53,62.266,331,57399,US,DE,AS15169,AS3320,W001986,W001064,0.146311,0.142417,0.146311,0.142417,0.003894,1,1,P2WPKH,W001986,W001064,5,20.755,15,4,2,1,synthetic_normal,normal
TX10002258,2026-03-31 22:06:00,862900,90,10.12.30.8,10.15.30.6,8333,8333,TCP,2026-03-31 22:05:46,54.442,273,48596,US,SG,AS7922,AS4657,W001295|W001019,W002167|W000590,0.215917|0.427803,0.250995|0.391948,0.643719,0.642943,0.000776,2,2,P2SH,W001295,W002167,3,11.396,8,4,2,1,synthetic_normal,normal
TX10009525,2026-03-31 22:20:00,862902,90,10.12.30.8,10.11.10.3,18444,8333,TCP,2026-03-31 22:19:50,42.878,44,3983,IN,CA,AS55836,AS577,W001302|W002474,W002354|W001092|W000497,0.100488|0.109712,0.007888|0.140928|0.057876,0.2102,0.206693,0.003507,2,3,P2SH,W001302,W002354,9,55.538,15,4,2,1,synthetic_normal,normal
TX10001387,2026-03-31 23:05:00,862906,90,10.11.10.4,10.12.30.3,18444,8333,TCP,2026-03-31 23:04:59,18.819,47,51522,IN,SG,AS45609,AS9506,W001742|W000936,W000281,0.059935|0.255505,0.315230,0.315439,0.31523,0.000209,2,1,P2SH,W001742,W000281,11,252.691,16,3,1,1,synthetic_normal,normal
TX10007721,2026-03-31 23:08:00,862906,90,10.14.30.8,10.12.10.4,18333,8333,TCP,2026-03-31 23:07:55,56.899,100,44052,CA,DE,AS812,AS3320,W002183|W001153,W000390,0.083237|0.184022,0.266477,0.267259,0.266477,0.000783,2,1,P2SH,W002183,W000390,13,80.579,19,3,1,1,synthetic_normal,normal
TX10003822,2026-03-31 23:54:00,862911,90,10.12.10.7,10.14.30.3,18333,8333,TCP,2026-03-31 23:53:43,33.713,53,42612,IN,AU,AS45609,AS1221,W000617|W001820,W001728,0.158612|0.016658,0.172504,0.17527,0.172504,0.002766,2,1,P2WPKH,W000617,W001728,2,48.597,2,3,2,2,synthetic_normal,normal
TX10008692,2026-04-01 00:50:00,862917,90,10.11.20.4,10.15.20.3,18333,8333,TCP,2026-04-01 00:49:51,27.465,214,14623,AU,GB,AS4804,AS2856,W000250,W001158|W002405,0.361138,0.317723|0.041964,0.361138,0.359688,0.00145,1,2,P2PKH,W000250,W001158,3,103.776,19,1,2,2,synthetic_normal,normal
TX10007402,2026-04-01 01:03:00,862918,90,10.15.30.5,10.15.10.8,18333,8333,TCP,2026-04-01 01:02:49,49.687,227,52626,IN,GB,AS45609,AS5089,W002325|W001678|W001989,W000658|W002458|W001160,0.162611|0.031254|0.029463,0.031649|0.133808|0.055469,0.223328,0.220925,0.002403,3,3,P2WSH,W002325,W000658,6,138.803,3,1,1,1,synthetic_normal,normal
TX10005969,2026-04-01 01:19:00,862919,90,10.14.30.3,10.13.20.7,8333,8333,TCP,2026-04-01 01:18:56,51.143,57,31806,DE,SG,AS6805,AS9506,W001259,W001873,0.175440,0.173998,0.17544,0.173998,0.001441,1,1,P2WSH,W001259,W001873,4,222.943,18,1,1,1,synthetic_normal,normal
TX10006764,2026-04-01 01:32:00,862921,90,10.13.10.2,10.12.30.3,8333,8333,TCP,2026-04-01 01:31:58,32.849,388,50563,IN,SG,AS4755,AS9506,W001333,W001842|W002090|W001551|W000822,0.239092,0.062037|0.003456|0.051872|0.119636,0.239092,0.237001,0.002091,1,4,P2WSH,W001333,W001842,2,23.848,2,4,2,1,synthetic_normal,normal
TX10000883,2026-04-01 01:45:00,862922,90,10.11.20.3,10.14.20.5,18333,8333,TCP,2026-04-01 01:44:51,5.813,2555,736686,NL,DE,AS1136,AS3320,W001210|W000488|W001725,W002131|W001072,0.950616|0.145086|0.121283,0.787850|0.355860,1.216985,1.143711,0.073274,3,2,P2WPKH,W001210,W002131,87,2.353,171,40,5,7,synthetic_anomalous,cross_border_burst
TX10004324,2026-04-01 02:26:00,862926,90,10.15.10.4,10.11.10.1,8333,8333,TCP,2026-04-01 02:25:51,31.8,26,50819,US,IN,AS7922,AS45609,W000397,W002434|W001759|W001041|W001412,0.514818,0.021812|0.057903|0.076246|0.356491,0.514818,0.512452,0.002365,1,4,P2PKH,W000397,W002434,9,357.993,13,4,1,1,synthetic_normal,normal
TX10002855,2026-04-01 03:24:00,862932,90,10.12.20.3,10.13.30.2,18444,8333,TCP,2026-04-01 03:23:58,33.589,35,29751,IN,SG,AS55836,AS9506,W000092|W000475,W001494|W000993,0.004317|0.517130,0.273576|0.245814,0.521446,0.51939,0.002057,2,2,P2PKH,W000092,W001494,14,91.973,19,3,2,1,synthetic_normal,normal
TX10002116,2026-04-01 04:00:00,862936,90,10.13.30.3,10.11.20.5,18444,8333,TCP,2026-04-01 03:59:59,77.826,191,13561,AU,AU,AS1221,AS1221,W000264|W002350|W000695,W001393|W000918,0.594799|0.001235|0.281361,0.394248|0.482528,0.877395,0.876776,0.000619,3,2,P2WSH,W000264,W001393,12,172.658,13,3,2,1,synthetic_normal,normal
TX10000749,2026-04-01 04:13:00,862937,90,10.13.10.6,10.14.20.6,18333,8333,TCP,2026-04-01 04:12:42,0.167,3870,594382,IN,SG,AS45609,AS9506,W000027|W000935|W001996|W002188|W000396|W001245|W002231,W001716|W000064|W002065|W001004|W000666|W001085|W000966|W000480,0.862520|3.377008|0.062898|3.772900|0.802796|3.620891|0.026871,0.924023|4.614703|0.793196|0.296180|0.313717|1.033490|0.930247|3.593481,12.525884,12.499038,0.026846,7,8,P2PKH,W000027,W001716,75,1.249,271,46,3,4,synthetic_anomalous,high_connectivity
TX10005869,2026-04-01 04:54:00,862941,90,10.12.20.8,10.14.30.3,18444,8333,TCP,2026-04-01 04:54:00,22.681,367,31103,SG,SG,AS4657,AS4657,W000906,W001332|W000598,0.513813,0.012756|0.500707,0.513813,0.513463,0.000351,1,2,P2WPKH,W000906,W001332,12,203.71,11,3,1,1,synthetic_normal,normal
TX10006059,2026-04-01 05:10:00,862943,90,10.14.20.8,10.12.10.7,8333,8333,TCP,2026-04-01 05:09:46,85.784,157,18388,CA,US,AS812,AS15169,W001982|W000287|W000480,W000211|W002332,0.152412|0.006920|0.000254,0.043470|0.115660,0.159587,0.159129,0.000458,3,2,P2PKH,W001982,W000211,8,95.052,11,3,1,1,synthetic_normal,normal
TX10002890,2026-04-01 05:42:00,862946,90,10.13.10.2,10.14.10.5,18444,8333,TCP,2026-04-01 05:41:45,47.023,115,19204,US,DE,AS7018,AS3320,W001820|W001798|W001500,W002317|W000386,0.010438|0.245748|0.742989,0.015462|0.980947,0.999176,0.996409,0.002767,3,2,P2WSH,W001820,W002317,9,257.042,11,2,1,2,synthetic_normal,normal
TX10001001,2026-04-01 06:05:00,862948,90,10.15.20.7,10.13.10.1,18333,8333,TCP,2026-04-01 06:04:50,52.125,377,51969,US,NL,AS15169,AS1136,W001159|W001158|W001631,W002129|W002362,0.139958|0.164809|0.409353,0.139171|0.574077,0.714119,0.713248,0.000871,3,2,P2SH,W001159,W002129,2,186.255,2,4,1,1,synthetic_normal,normal
TX10006899,2026-04-01 06:11:00,862949,90,10.11.10.4,10.13.10.4,18444,8333,TCP,2026-04-01 06:10:43,78.094,314,13215,IN,DE,AS4755,AS6805,W001040|W001846|W000056,W000466,0.141200|0.125406|0.383205,0.648125,0.649811,0.648125,0.001686,3,1,P2PKH,W001040,W000466,2,180.148,17,3,2,1,synthetic_normal,normal
TX10005557,2026-04-01 06:39:00,862951,90,10.15.30.4,10.11.30.6,18444,8333,TCP,2026-04-01 06:38:58,38.806,173,59070,SG,AU,AS9506,AS1221,W002094,W002302|W002394|W002491,0.403222,0.380642|0.002917|0.019521,0.403222,0.40308,0.000143,1,3,P2SH,W002094,W002302,1,313.4,13,3,2,2,synthetic_normal,normal
TX10004731,2026-04-01 06:49:00,862952,90,10.12.10.5,10.12.20.5,8333,8333,TCP,2026-04-01 06:48:43,32.84,229,6294,AU,US,AS4804,AS7922,W001410|W002032|W001762,W000214|W001988,0.148544|0.147049|0.131548,0.323480|0.102198,0.427141,0.425678,0.001463,3,2,P2WSH,W001410,W000214,3,192.99,12,4,2,2,synthetic_normal,normal
TX10004172,2026-04-01 07:07:00,862954,90,10.13.20.4,10.15.10.6,18444,8333,TCP,2026-04-01 07:06:54,27.453,267,32008,SG,AU,AS4657,AS1221,W001339|W002313,W001044|W000776|W002322,0.297740|0.157802,0.211505|0.195328|0.044965,0.455542,0.451798,0.003744,2,3,P2SH,W001339,W001044,12,356.576,19,4,1,1,synthetic_normal,normal
TX10001016,2026-04-01 07:23:00,862956,90,10.13.20.4,10.13.20.1,8333,8333,TCP,2026-04-01 07:22:44,82.294,387,26609,IN,US,AS4755,AS15169,W000463,W000634|W001198|W000192,0.753205,0.274692|0.101826|0.373584,0.753205,0.750102,0.003103,1,3,P2WSH,W000463,W000634,14,262.922,2,1,2,2,synthetic_normal,normal
TX10008747,2026-04-01 08:24:00,862962,91,10.11.20.2,10.15.30.4,18444,8333,TCP,2026-04-01 08:23:46,6.064,340,27676,IN,NL,AS4755,AS1136,W000515,W000713|W001191|W000869|W002023,0.406374,0.103152|0.150995|0.118010|0.033738,0.406374,0.405895,0.00048,1,4,P2WSH,W000515,W000713,1,100.467,19,1,1,2,synthetic_normal,normal
TX10002933,2026-04-01 08:37:00,862963,91,10.12.30.6,10.14.30.3,18444,8333,TCP,2026-04-01 08:36:48,51.822,68,26047,IN,US,AS45609,AS7922,W000753|W000972|W002104,W001413,0.206724|0.299929|0.109965,0.616326,0.616618,0.616326,0.000292,3,1,P2PKH,W000753,W001413,5,359.348,7,2,1,2,synthetic_normal,normal
TX10001135,2026-04-01 08:52:00,862965,91,10.11.30.4,10.14.30.3,18333,8333,TCP,2026-04-01 08:51:49,41.444,28,48090,SG,AU,AS9506,AS1221,W001271|W000905,W000303,0.083062|0.033387,0.113200,0.116448,0.1132,0.003249,2,1,P2WSH,W001271,W000303,15,16.945,14,1,1,2,synthetic_normal,normal
TX10000193,2026-04-01 09:01:00,862966,91,10.13.10.5,10.12.30.1,8333,8333,TCP,2026-04-01 09:00:57,4.773,4322,419582,US,CA,AS15169,AS812,W000023|W001909|W001884|W000443,W001675|W001404|W002303|W000095|W002194|W001485|W000629|W002068|W001444,6.155359|0.866910|0.130989|0.502660,0.300054|0.917985|0.002455|0.263050|0.749459|2.058395|1.444263|0.218536|1.686979,7.655917,7.641176,0.014741,4,9,P2WSH,W000023,W001210,45,0.941,215,16,3,6,synthetic_anomalous,fan_out
TX10002119,2026-04-01 09:15:00,862967,91,10.12.30.2,10.14.30.8,18333,8333,TCP,2026-04-01 09:14:57,8.917,260,49511,DE,SG,AS3320,AS9506,W000677,W001372|W000829|W000332|W000058,0.193424,0.027089|0.031392|0.060031|0.073676,0.193424,0.192187,0.001237,1,4,P2WPKH,W000677,W001372,9,195.429,2,4,1,1,synthetic_normal,normal
TX10001793,2026-04-01 09:44:00,862970,91,10.14.10.7,10.13.30.6,8333,8333,TCP,2026-04-01 09:43:59,82.313,252,57673,IN,CA,AS55836,AS577,W002154|W000916|W001254,W001403,0.009965|0.076244|0.051933,0.136979,0.138142,0.136979,0.001163,3,1,P2WPKH,W002154,W001403,5,154.927,10,2,1,2,synthetic_normal,normal
TX10006042,2026-04-01 09:46:00,862970,91,10.12.10.1,10.15.20.3,8333,8333,TCP,2026-04-01 09:45:59,40.693,62,42396,IN,CA,AS45609,AS812,W001128|W000168,W001565,0.077397|0.096140,0.170689,0.173536,0.170689,0.002847,2,1,P2PKH,W001128,W001565,1,19.286,8,4,2,2,synthetic_normal,normal
TX10005152,2026-04-01 10:22:00,862974,91,10.12.30.3,10.12.30.6,8333,8333,TCP,2026-04-01 10:21:56,70.04,115,42257,GB,IN,AS2856,AS45609,W000228,W000731,0.161250,0.158087,0.16125,0.158087,0.003163,1,1,P2SH,W000228,W000731,5,300.168,11,2,2,2,synthetic_normal,normal
TX10004553,2026-04-01 12:08:00,862984,91,10.15.10.1,10.12.20.2,8333,8333,TCP,2026-04-01 12:07:50,78.659,272,3593,IN,IN,AS4755,AS4755,W000080,W002499|W000149,0.104487,0.085804|0.014877,0.104487,0.100682,0.003805,1,2,P2WSH,W000080,W002499,15,90.673,17,2,1,2,synthetic_normal,normal
TX10002466,2026-04-01 12:11:00,862985,91,10.14.20.1,10.12.20.5,18444,8333,TCP,2026-04-01 12:11:00,68.072,375,14941,IN,AU,AS45609,AS4804,W002457,W001966|W002319,1.566476,1.115394|0.450117,1.566476,1.565511,0.000964,1,2,P2SH,W002457,W001966,10,74.178,14,1,1,2,synthetic_normal,normal
TX10006995,2026-04-01 13:40:00,862994,91,10.14.10.5,10.15.10.2,18333,8333,TCP,2026-04-01 13:39:56,45.073,128,18555,US,GB,AS7018,AS5089,W000482|W000484,W000190|W000587|W001283|W001176,0.193518|0.845054,0.518045|0.129641|0.137930|0.251096,1.038572,1.036713,0.001858,2,4,P2WSH,W000482,W000190,3,10.945,14,3,1,2,synthetic_normal,normal
TX10001707,2026-04-01 13:53:00,862995,91,10.11.30.5,10.15.10.4,18444,8333,TCP,2026-04-01 13:53:00,75.621,215,38335,US,CA,AS15169,AS812,W001653|W002332,W000639|W000532,0.280001|0.564469,0.345299|0.496903,0.84447,0.842202,0.002267,2,2,P2SH,W001653,W000639,4,302.729,17,3,2,1,synthetic_normal,normal
TX10001691,2026-04-01 14:42:00,863000,91,10.13.20.3,10.13.20.5,8333,8333,TCP,2026-04-01 14:41:54,35.603,254,27513,IN,NL,AS4755,AS6830,W002115|W000249,W001006,0.176168|0.088439,0.262503,0.264607,0.262503,0.002103,2,1,P2WSH,W002115,W001006,14,79.99,4,2,2,2,synthetic_normal,normal
