txid,timestamp,block_height,time_step,input_addresses,output_addresses,input_amounts,output_amounts,fee_btc,num_inputs,num_outputs,total_input_amount_btc,total_output_amount_btc,script_type,source_wallet,destination_wallet,transaction_frequency_24h,avg_time_gap_min,wallet_degree,unique_ip_count,country_count,asn_count,ground_truth,scenario
TX10001760,2026-03-22 07:05:00,861514,80,W000601|W000188,W000972|W002202|W000510|W001264,0.137074|0.109124,0.134306|0.030614|0.030582|0.050381,0.000316,2,4,0.246198,0.245883,P2WSH,W000601,W000972,13,343.531,4,1,2,1,synthetic_normal,normal
TX10006146,2026-03-22 07:38:00,861517,80,W000546|W001007,W002101|W000152|W001324,0.039215|0.112576,0.032295|0.038465|0.078595,0.002437,2,3,0.151791,0.149354,P2SH,W000546,W002101,6,346.54,6,1,2,2,synthetic_normal,normal
TX10004231,2026-03-22 08:02:00,861520,81,W001397,W000190|W000183,0.155101,0.139991|0.012994,0.002116,1,2,0.155101,0.152985,P2PKH,W001397,W000190,4,110.267,8,2,1,2,synthetic_normal,normal
TX10003311,2026-03-22 08:12:00,861521,81,W001508|W001963|W001268,W001691|W001938,0.032139|0.074539|0.027228,0.129703|0.003962,0.000242,3,2,0.133907,0.133664,P2WSH,W001508,W001691,7,295.941,19,1,1,2,synthetic_normal,normal
TX10005970,2026-03-22 08:26:00,861522,81,W000176,W001222|W000053|W000842,0.387862,0.076988|0.039562|0.270586,0.000726,1,3,0.387862,0.387135,P2WSH,W000176,W001222,4,75.276,4,1,1,2,synthetic_normal,normal
TX10002158,2026-03-22 08:34:00,861523,81,W002048,W001331|W002497|W001630,0.323655,0.113042|0.134726|0.072345,0.003542,1,3,0.323655,0.320113,P2PKH,W002048,W001331,2,126.195,16,1,1,2,synthetic_normal,normal
TX10003195,2026-03-22 09:11:00,861527,81,W002319,W002327|W001203,0.772474,0.001990|0.769841,0.000644,1,2,0.772474,0.771831,P2WPKH,W002319,W002327,1,235.632,1,2,1,1,synthetic_normal,normal
TX10002679,2026-03-22 09:25:00,861528,81,W001310|W000574,W002127|W000548,0.015097|0.229589,0.063741|0.178337,0.002609,2,2,0.244686,0.242077,P2PKH,W001310,W002127,5,294.047,10,1,1,1,synthetic_normal,normal
TX10003619,2026-03-22 10:04:00,861532,81,W001547|W000650|W002485,W001271|W001767|W001490,0.005866|1.096389|0.597007,0.591820|1.053656|0.052931,0.000856,3,3,1.699262,1.698407,P2SH,W001547,W001271,11,275.837,18,2,2,2,synthetic_normal,normal
TX10008865,2026-03-22 10:47:00,861536,81,W000600,W002267,0.221113,0.217708,0.003404,1,1,0.221113,0.217708,P2WPKH,W000600,W002267,9,82.986,4,4,2,2,synthetic_normal,normal
TX10008234,2026-03-22 11:35:00,861541,81,W002422|W001654,W001861|W000229,0.017556|0.122116,0.024468|0.112019,0.003185,2,2,0.139672,0.136487,P2PKH,W002422,W001861,12,55.506,10,4,2,1,synthetic_normal,normal
TX10004002,2026-03-22 11:37:00,861541,81,W000297,W000231,0.976847,0.973342,0.003504,1,1,0.976847,0.973342,P2WSH,W000297,W000231,14,194.517,18,4,1,1,synthetic_normal,normal
TX10006881,2026-03-22 11:53:00,861543,81,W001469|W001785|W001508,W001608|W000018|W002049,0.003291|0.008031|0.129437,0.053243|0.011527|0.074969,0.001021,3,3,0.14076,0.139739,P2PKH,W001469,W001608,3,56.693,3,1,2,2,synthetic_normal,normal
TX10005177,2026-03-22 12:38:00,861547,81,W002161|W000242|W001693,W001832|W000845,0.392429|0.067518|0.136221,0.477754|0.117938,0.000475,3,2,0.596167,0.595693,P2WPKH,W002161,W001832,13,246.702,2,4,2,1,synthetic_normal,normal
TX10006378,2026-03-22 13:42:00,861554,81,W002361|W000218|W000051,W001592,0.094059|0.184035|0.108234,0.386263,6.5e-05,3,1,0.386328,0.386263,P2PKH,W002361,W001592,13,248.84,6,1,1,2,synthetic_normal,normal
TX10004534,2026-03-22 13:45:00,861554,81,W001002,W001508,0.283698,0.281412,0.002286,1,1,0.283698,0.281412,P2SH,W001002,W001508,4,308.16,18,4,2,2,synthetic_normal,normal
TX10006131,2026-03-22 13:50:00,861555,81,W001260,W000206|W000841|W000321,0.312164,0.100115|0.064938|0.146155,0.000956,1,3,0.312164,0.311208,P2WSH,W001260,W000206,12,177.704,18,4,2,1,synthetic_normal,normal
TX10006602,2026-03-22 14:37:00,861559,81,W000774|W001738|W002299,W000603|W002315|W002201,0.154764|0.519131|0.039099,0.111425|0.445163|0.153468,0.002938,3,3,0.712994,0.710057,P2WSH,W000774,W000603,6,300.204,15,1,2,1,synthetic_normal,normal
TX10000895,2026-03-22 14:44:00,861560,81,W000036|W000765|W001419|W001986,W002228|W000578|W002239|W000030|W001045|W000508|W001207|W001835,0.935586|0.508913|0.260816|0.645248,0.073100|0.089174|0.489781|0.303384|0.599835|0.043343|0.029004|0.660522,0.062419,4,8,2.350563,2.288144,P2SH,W000036,W002228,169,1.033,119,10,7,3,synthetic_anomalous,layered_transfer
TX10003121,2026-03-22 14:53:00,861561,81,W001862|W002241,W000361|W002270,0.056713|0.209072,0.155654|0.107531,0.002601,2,2,0.265786,0.263185,P2SH,W001862,W000361,8,251.753,11,1,1,2,synthetic_normal,normal
TX10007758,2026-03-22 15:32:00,861565,81,W002238,W000133|W000975|W000629|W000750,0.340015,0.135052|0.028413|0.134826|0.037814,0.003911,1,4,0.340015,0.336105,P2PKH,W002238,W000133,10,231.771,9,3,1,2,synthetic_normal,normal
TX10004170,2026-03-22 15:46:00,861566,81,W001857|W001748,W000552|W002131|W001290|W001017,0.158847|0.003272,0.042850|0.014575|0.003525|0.098657,0.002511,2,4,0.162118,0.159607,P2SH,W001857,W000552,5,353.265,15,4,1,2,synthetic_normal,normal
TX10000140,2026-03-22 15:57:00,861567,81,W001944|W001030,W000838|W001564|W000341|W000072|W002268|W001883|W002219|W002398,0.355567|5.983993,0.492300|2.067558|0.229713|0.200769|1.957242|0.694911|0.309785|0.349443,0.037839,2,8,6.33956,6.301721,P2WSH,W001944,W000838,159,0.261,47,8,3,4,synthetic_anomalous,high_frequency
TX10003010,2026-03-22 16:08:00,861568,81,W001889|W000582|W000418,W001277,0.126991|0.711390|0.212325,1.048134,0.002572,3,1,1.050706,1.048134,P2PKH,W001889,W001277,9,185.022,16,3,2,1,synthetic_normal,normal
TX10009423,2026-03-22 18:09:00,861580,81,W001628|W001538|W001960,W000072|W000091|W000988,0.013180|0.120692|0.199446,0.090566|0.086114|0.156204,0.000433,3,3,0.333318,0.332884,P2WPKH,W001628,W000072,7,172.496,1,1,2,1,synthetic_normal,normal
TX10003114,2026-03-22 18:15:00,861581,81,W001947,W001055,0.393961,0.393903,5.8e-05,1,1,0.393961,0.393903,P2PKH,W001947,W001055,12,181.432,18,4,2,1,synthetic_normal,normal
TX10004192,2026-03-22 18:47:00,861584,81,W002441,W000179|W000933,0.547725,0.374633|0.172827,0.000265,1,2,0.547725,0.54746,P2WPKH,W002441,W000179,10,258.57,1,1,2,1,synthetic_normal,normal
TX10007697,2026-03-22 18:48:00,861584,81,W000390|W000893,W002427|W001821|W000678,0.042363|0.361313,0.001179|0.120618|0.279699,0.00218,2,3,0.403676,0.401496,P2PKH,W000390,W002427,3,82.371,8,1,2,1,synthetic_normal,normal
TX10000484,2026-03-22 18:50:00,861585,81,W001786|W001884|W002276,W000581|W002275|W001491|W000946|W001342|W002108|W000669,0.379179|0.146444|0.841904,0.092404|0.283717|0.137255|0.010613|0.187702|0.407374|0.228855,0.019606,3,7,1.367527,1.347921,P2PKH,W001786,W000581,189,1.87,112,21,5,7,synthetic_anomalous,high_frequency
TX10009102,2026-03-22 18:58:00,861585,81,W000820|W002416,W000008,0.280909|0.124629,0.403166,0.002372,2,1,0.405538,0.403166,P2SH,W000820,W000008,11,172.502,4,3,1,2,synthetic_normal,normal
TX10004636,2026-03-22 19:11:00,861587,81,W001938,W000240|W001291|W001657,0.425960,0.318125|0.072884|0.032716,0.002235,1,3,0.42596,0.423725,P2SH,W001938,W000240,9,12.525,8,2,1,2,synthetic_normal,normal
TX10007901,2026-03-22 20:01:00,861592,81,W002009|W002006|W001449,W002398|W000004|W000864|W000685,0.113638|0.320298|0.267064,0.244051|0.043725|0.015330|0.395363,0.002531,3,4,0.701,0.698469,P2SH,W002009,W002398,5,238.493,11,1,1,1,synthetic_normal,normal
TX10006540,2026-03-22 20:13:00,861593,81,W001321|W000795|W000792,W001640,0.099793|0.173387|0.700773,0.970181,0.003772,3,1,0.973953,0.970181,P2PKH,W001321,W001640,15,197.375,7,2,2,1,synthetic_normal,normal
TX10000806,2026-03-22 20:29:00,861594,81,W000042|W001115|W001638,W000259|W000660|W000203|W000254|W000469|W002325|W000975,0.265680|0.299195|0.902762,0.002153|0.072398|0.620067|0.089459|0.089775|0.470538|0.117665,0.005582,3,7,1.467637,1.462055,P2WSH,W000042,W000259,127,1.422,60,2,4,8,synthetic_anomalous,ip_wallet_reuse
TX10003524,2026-03-22 21:18:00,861599,81,W000137,W000100|W001731|W001234|W000591,1.443175,0.045036|0.158074|1.172243|0.066315,0.001508,1,4,1.443175,1.441668,P2WPKH,W000137,W000100,8,148.382,6,4,1,1,synthetic_normal,normal
TX10000767,2026-03-22 21:38:00,861601,81,W000030|W000913|W002337|W001746|W000267,W002021|W001970|W000734|W001789|W001553|W002016,0.932558|1.023912|0.406898|2.225105|0.282439,0.062606|0.516722|0.742010|0.389788|1.924472|1.217275,0.018039,5,6,4.870912,4.852873,P2PKH,W000030,W002021,126,1.593,71,38,6,4,synthetic_anomalous,layered_transfer
TX10001656,2026-03-22 22:04:00,861604,81,W001078,W000354|W000194|W000154,0.171553,0.068571|0.008076|0.093851,0.001056,1,3,0.171553,0.170498,P2WPKH,W001078,W000354,4,299.105,3,3,2,2,synthetic_normal,normal
TX10003217,2026-03-22 22:32:00,861607,81,W000628|W000726,W001727|W001492,0.770157|0.249327,0.025314|0.990256,0.003914,2,2,1.019484,1.01557,P2PKH,W000628,W001727,15,194.602,14,1,1,1,synthetic_normal,normal
TX10007917,2026-03-22 22:39:00,861607,81,W001026|W002478|W001208,W001147|W001893|W001350,0.121605|0.085963|0.428921,0.021597|0.112487|0.500791,0.001614,3,3,0.636489,0.634875,P2WPKH,W001026,W001147,9,44.217,8,4,2,2,synthetic_normal,normal
TX10003752,2026-03-22 22:47:00,861608,81,W000795,W002190|W001633|W002081|W002305,0.921029,0.001033|0.743866|0.058497|0.115115,0.002518,1,4,0.921029,0.918511,P2PKH,W000795,W002190,3,63.161,18,1,1,1,synthetic_normal,normal
TX10001439,2026-03-22 22:53:00,861609,81,W000404|W001122|W002468,W000428|W001628|W000234|W002137,0.075646|0.014234|0.079405,0.019073|0.035749|0.100194|0.011149,0.00312,3,4,0.169285,0.166165,P2WSH,W000404,W000428,9,121.445,3,4,1,2,synthetic_normal,normal
TX10000434,2026-03-22 23:03:00,861610,81,W001456|W001347|W001388|W001698|W000542|W000706|W002295|W001216|W001506|W001572,W001920|W001142|W001692|W001818,4.872978|1.896428|7.177938|0.403608|6.276510|0.909388|8.163072|1.436243|1.546816|0.426560,0.675570|3.658872|10.336987|18.408389,0.029722,10,4,33.109541,33.079819,P2SH,W000018,W001920,138,3.012,79,16,7,7,synthetic_anomalous,fan_in
TX10005323,2026-03-22 23:26:00,861612,81,W000176,W001897|W002072|W000912,0.323309,0.163200|0.013980|0.143275,0.002854,1,3,0.323309,0.320455,P2WPKH,W000176,W001897,12,283.298,13,4,2,1,synthetic_normal,normal
TX10001092,2026-03-22 23:57:00,861615,81,W002243|W001693,W000345|W000233|W001388,0.457202|0.200767,0.492707|0.113242|0.050761,0.001259,2,3,0.657969,0.65671,P2WPKH,W002243,W000345,9,233.693,2,2,2,1,synthetic_normal,normal
TX10006246,2026-03-23 00:04:00,861616,81,W000046,W001211,0.759151,0.757520,0.001631,1,1,0.759151,0.75752,P2PKH,W000046,W001211,13,201.925,3,2,2,2,synthetic_normal,normal
TX10007835,2026-03-23 00:19:00,861617,81,W000118,W000212,1.010416,1.009094,0.001322,1,1,1.010416,1.009094,P2PKH,W000118,W000212,5,225.809,13,1,2,2,synthetic_normal,normal
TX10007181,2026-03-23 01:04:00,861622,81,W000301,W000554,0.580006,0.579428,0.000577,1,1,0.580006,0.579428,P2PKH,W000301,W000554,3,357.018,9,3,1,1,synthetic_normal,normal
TX10002512,2026-03-23 01:52:00,861627,81,W000584|W001843,W000730|W001751|W000889,0.312935|0.133960,0.193316|0.055288|0.196636,0.001655,2,3,0.446895,0.44524,P2PKH,W000584,W000730,12,240.476,15,2,2,1,synthetic_normal,normal
TX10008015,2026-03-23 01:55:00,861627,81,W000792|W001858,W001607|W002145|W000871|W000023,0.147941|0.240874,0.062141|0.074530|0.205343|0.043041,0.00376,2,4,0.388815,0.385055,P2PKH,W000792,W001607,12,276.493,10,2,1,2,synthetic_normal,normal
TX10000664,2026-03-23 01:57:00,861627,81,W000587|W002219|W001043|W000021|W000270|W001687|W000131,W001723|W000488|W002459|W002123|W001859|W000816|W001923|W001836,0.032576|0.002287|0.036104|0.278098|0.324383|0.054404|0.446960,0.152549|0.068034|0.196313|0.026965|0.428738|0.189539|0.007540|0.032161,0.072973,7,8,1.174812,1.101839,P2WPKH,W000587,W001723,85,0.578,201,42,7,8,synthetic_anomalous,rapid_chain
TX10009604,2026-03-23 02:21:00,861630,81,W001630|W000805|W001240,W001503|W000733|W002257|W001509,0.054655|0.003302|0.088165,0.043947|0.030999|0.024511|0.045892,0.000773,3,4,0.146122,0.145349,P2WSH,W001630,W001503,14,171.331,19,4,2,1,synthetic_normal,normal
TX10005981,2026-03-23 02:48:00,861632,81,W000172,W002215|W000536|W000431,0.552792,0.071806|0.351009|0.129419,0.000558,1,3,0.552792,0.552234,P2WSH,W000172,W002215,9,11.978,18,3,2,2,synthetic_normal,normal
TX10001036,2026-03-23 02:48:00,861632,81,W002466|W001288,W001839|W000008|W000798|W001630,0.178452|0.054243,0.067845|0.045848|0.063024|0.053487,0.002491,2,4,0.232695,0.230203,P2SH,W002466,W001839,9,119.864,3,2,1,2,synthetic_normal,normal
TX10007176,2026-03-23 03:11:00,861635,81,W000771|W001025|W001852,W001127|W000549|W000900|W001904,0.035599|0.281312|0.223616,0.064318|0.283817|0.123646|0.067981,0.000767,3,4,0.540528,0.539761,P2PKH,W000771,W001127,5,84.674,17,3,1,2,synthetic_normal,normal
TX10002341,2026-03-23 03:13:00,861635,81,W000782,W001983|W000185|W001894,0.233833,0.017943|0.004482|0.211130,0.000279,1,3,0.233833,0.233554,P2WPKH,W000782,W001983,5,58.805,19,2,1,1,synthetic_normal,normal
TX10002128,2026-03-23 03:16:00,861635,81,W001984,W001492|W001010|W002471,2.002661,0.571144|0.782188|0.648654,0.000675,1,3,2.002661,2.001986,P2SH,W001984,W001492,3,164.465,16,4,1,1,synthetic_normal,normal
TX10007252,2026-03-23 03:45:00,861638,81,W001494|W000448,W001109,0.099836|0.046144,0.142133,0.003847,2,1,0.14598,0.142133,P2WSH,W001494,W001109,3,114.18,1,4,1,1,synthetic_normal,normal
TX10005924,2026-03-23 04:03:00,861640,81,W001199|W002436,W000745|W001952,0.108723|0.075247,0.175596|0.005064,0.00331,2,2,0.18397,0.18066,P2SH,W001199,W000745,10,81.533,12,1,2,1,synthetic_normal,normal
TX10006255,2026-03-23 04:27:00,861642,81,W000254,W001672|W000495|W001389,0.221067,0.020209|0.178040|0.022256,0.000562,1,3,0.221067,0.220505,P2WPKH,W000254,W001672,14,329.179,5,3,1,2,synthetic_normal,normal
TX10001639,2026-03-23 04:32:00,861643,81,W001868|W000133|W000190,W002354|W001486|W000978,0.158515|0.072537|0.592343,0.069846|0.624851|0.126727,0.001972,3,3,0.823396,0.821424,P2WPKH,W001868,W002354,9,278.92,5,2,2,2,synthetic_normal,normal
TX10009329,2026-03-23 04:39:00,861643,81,W001093|W000263,W001952|W000209|W000738,0.001708|0.418345,0.302538|0.035700|0.079842,0.001974,2,3,0.420053,0.41808,P2WSH,W001093,W001952,13,97.535,6,3,1,1,synthetic_normal,normal
TX10007899,2026-03-23 04:50:00,861645,81,W001565|W000594,W001484|W001924,0.119737|0.035407,0.010892|0.140798,0.003453,2,2,0.155143,0.151691,P2WSH,W001565,W001484,11,345.39,6,4,1,1,synthetic_normal,normal
TX10002885,2026-03-23 05:05:00,861646,81,W001974|W001606|W000919,W001480,0.298454|0.031130|0.557768,0.884531,0.002821,3,1,0.887351,0.884531,P2WSH,W001974,W001480,6,114.311,16,3,1,2,synthetic_normal,normal
TX10008416,2026-03-23 05:38:00,861649,81,W000756|W000403|W000233,W000403,0.092972|0.172695|0.041865,0.306972,0.00056,3,1,0.307532,0.306972,P2PKH,W000756,W000403,6,275.903,8,1,1,2,synthetic_normal,normal
TX10009471,2026-03-23 06:07:00,861652,81,W001162|W002402,W002452|W001597|W000902,0.503734|0.053750,0.066967|0.186089|0.304007,0.000422,2,3,0.557484,0.557063,P2PKH,W001162,W002452,13,13.778,7,4,2,1,synthetic_normal,normal
TX10003247,2026-03-23 06:40:00,861656,81,W002056,W001757|W001700,0.167242,0.123165|0.043407,0.000669,1,2,0.167242,0.166572,P2WSH,W002056,W001757,8,21.411,9,3,1,1,synthetic_normal,normal
TX10009690,2026-03-23 06:46:00,861656,81,W000233|W000652|W001956,W001318|W000630,0.240022|0.288366|0.014796,0.055014|0.487469,0.000701,3,2,0.543183,0.542483,P2SH,W000233,W001318,4,35.911,6,3,2,1,synthetic_normal,normal
TX10007903,2026-03-23 08:25:00,861666,82,W001072,W001996|W002097|W000746,0.511995,0.044731|0.385128|0.078963,0.003173,1,3,0.511995,0.508822,P2SH,W001072,W001996,14,33.314,2,3,2,2,synthetic_normal,normal
TX10009324,2026-03-23 08:54:00,861669,82,W000538|W000901|W000204,W001965|W002442|W000343|W002392,0.294520|0.467680|0.261827,0.431021|0.253384|0.214708|0.121288,0.003624,3,4,1.024027,1.020402,P2PKH,W000538,W001965,3,199.627,7,3,1,1,synthetic_normal,normal
TX10009305,2026-03-23 08:55:00,861669,82,W000116,W001759|W002181|W002343|W002298,0.386879,0.054297|0.128922|0.039007|0.163686,0.000967,1,4,0.386879,0.385912,P2SH,W000116,W001759,3,324.431,17,4,2,2,synthetic_normal,normal
TX10004943,2026-03-23 09:00:00,861670,82,W000323,W001986|W001011|W000498,0.339795,0.168767|0.145879|0.021427,0.003721,1,3,0.339795,0.336074,P2WPKH,W000323,W001986,11,39.511,14,2,2,2,synthetic_normal,normal
TX10003870,2026-03-23 09:12:00,861671,82,W001660|W001619,W000631,0.465326|0.028221,0.490405,0.003143,2,1,0.493547,0.490405,P2WSH,W001660,W000631,4,118.924,4,3,2,1,synthetic_normal,normal
TX10009431,2026-03-23 09:20:00,861672,82,W001350,W000553,0.188948,0.188138,0.00081,1,1,0.188948,0.188138,P2WSH,W001350,W000553,10,199.607,17,2,2,2,synthetic_normal,normal
TX10003635,2026-03-23 09:40:00,861674,82,W001069|W001638,W001497|W001672|W000414|W000271,0.156876|0.000595,0.100903|0.029207|0.013361|0.010871,0.003129,2,4,0.157471,0.154342,P2WSH,W001069,W001497,6,305.277,17,4,2,2,synthetic_normal,normal
TX10004005,2026-03-23 09:47:00,861674,82,W002261,W000830|W001654,0.375689,0.251825|0.120113,0.003751,1,2,0.375689,0.371938,P2PKH,W002261,W000830,12,206.507,7,1,1,1,synthetic_normal,normal
TX10006862,2026-03-23 09:47:00,861674,82,W000705|W001925|W001589,W002450|W001732|W001676,0.016232|0.026586|0.096621,0.029585|0.084104|0.025060,0.000691,3,3,0.139439,0.138749,P2WSH,W000705,W002450,10,271.08,1,1,1,2,synthetic_normal,normal
TX10000763,2026-03-23 10:10:00,861677,82,W002135|W001255|W002245|W001629,W002463|W002310|W002350|W002482|W001360|W002019|W001958|W000673|W001767,0.803592|0.918639|0.653680|1.172297,0.313220|0.196847|0.324459|0.538044|0.050169|0.250157|1.130365|0.147868|0.551231,0.045848,4,9,3.548208,3.50236,P2WPKH,W002135,W002463,152,1.528,179,27,6,7,synthetic_anomalous,cross_border_burst
TX10007303,2026-03-23 10:54:00,861681,82,W001069|W002114,W000158|W000794|W000550|W000101,0.562933|0.281560,0.525083|0.024567|0.003337|0.291329,0.000178,2,4,0.844493,0.844316,P2SH,W001069,W000158,14,149.029,6,3,1,1,synthetic_normal,normal
TX10007227,2026-03-23 11:54:00,861687,82,W001361|W002203|W001590,W002391|W000742|W001360|W000128,0.195777|0.088728|0.073832,0.014114|0.199023|0.057542|0.087540,0.000117,3,4,0.358337,0.35822,P2PKH,W001361,W002391,4,214.639,9,2,1,1,synthetic_normal,normal
TX10006470,2026-03-23 12:00:00,861688,82,W000792,W001081,0.701741,0.698290,0.003451,1,1,0.701741,0.69829,P2SH,W000792,W001081,9,125.548,12,4,2,2,synthetic_normal,normal
TX10008068,2026-03-23 12:02:00,861688,82,W000836,W000018|W000483|W000873,0.249136,0.001666|0.165775|0.077735,0.00396,1,3,0.249136,0.245176,P2WSH,W000836,W000018,1,117.226,19,3,2,2,synthetic_normal,normal
TX10007458,2026-03-23 12:05:00,861688,82,W001578|W000758,W000915|W001566|W002020,0.774488|0.369498,0.149274|0.393887|0.599683,0.001142,2,3,1.143986,1.142845,P2SH,W001578,W000915,5,352.3,1,1,1,1,synthetic_normal,normal
TX10004569,2026-03-23 12:13:00,861689,82,W001269|W002459|W000812,W000642|W001557|W000329,0.462503|0.150809|0.174634,0.074816|0.522809|0.189883,0.000439,3,3,0.787946,0.787508,P2WPKH,W001269,W000642,14,335.421,17,3,2,1,synthetic_normal,normal
TX10005085,2026-03-23 12:17:00,861689,82,W000450|W000317|W000702,W001893,0.005558|0.232224|0.352314,0.588008,0.002088,3,1,0.590096,0.588008,P2WPKH,W000450,W001893,15,41.933,1,3,2,2,synthetic_normal,normal
TX10009236,2026-03-23 12:25:00,861690,82,W000253|W000721,W001665|W000251|W002092|W001407,0.357751|0.008310,0.168691|0.140511|0.028059|0.025880,0.00292,2,4,0.366061,0.363141,P2WSH,W000253,W001665,12,202.098,5,1,1,2,synthetic_normal,normal
TX10009372,2026-03-23 12:31:00,861691,82,W001196|W000993|W001290,W001388|W001461|W001437|W001240,0.046292|0.119335|0.029576,0.068677|0.056529|0.056997|0.012496,0.000502,3,4,0.195203,0.1947,P2PKH,W001196,W001388,5,84.852,5,4,1,1,synthetic_normal,normal
TX10008136,2026-03-23 12:41:00,861692,82,W001972|W001865|W000703,W000081|W001729,0.166661|0.034490|0.120368,0.176346|0.141855,0.003319,3,2,0.32152,0.318201,P2SH,W001972,W000081,7,25.989,1,2,1,1,synthetic_normal,normal
TX10002076,2026-03-23 13:52:00,861699,82,W001237|W002361,W000444|W001311|W002347|W000029,0.017657|0.473606,0.043478|0.117588|0.297810|0.029697,0.00269,2,4,0.491263,0.488573,P2SH,W001237,W000444,2,154.213,1,2,2,2,synthetic_normal,normal
TX10002926,2026-03-23 14:06:00,861700,82,W001367|W002050|W002068,W001633|W000097|W001276|W001751,0.073826|0.151405|0.096948,0.105126|0.147409|0.023797|0.043829,0.002017,3,4,0.322178,0.320161,P2WPKH,W001367,W001633,9,326.933,6,1,1,1,synthetic_normal,normal
TX10001914,2026-03-23 14:21:00,861702,82,W000659|W001263,W001601|W000260|W001407|W002480,0.222418|0.176592,0.031283|0.080954|0.258048|0.024970,0.003755,2,4,0.39901,0.395255,P2PKH,W000659,W001601,8,229.157,11,2,1,1,synthetic_normal,normal
TX10002477,2026-03-23 15:52:00,861711,82,W000099|W002122,W000102|W002437|W001220|W000075,0.021295|0.288297,0.197183|0.014302|0.057717|0.039034,0.001356,2,4,0.309592,0.308236,P2WSH,W000099,W000102,9,139.604,4,1,1,2,synthetic_normal,normal
TX10007030,2026-03-23 17:10:00,861719,82,W001209|W000144,W002251|W000181|W001853|W001635,0.202522|0.012026,0.123078|0.035531|0.031726|0.021167,0.003046,2,4,0.214548,0.211502,P2SH,W001209,W002251,2,42.477,14,1,2,1,synthetic_normal,normal
TX10009188,2026-03-23 17:36:00,861721,82,W000036,W002262|W002023|W001473,1.549546,1.116335|0.377372|0.054448,0.001391,1,3,1.549546,1.548155,P2WPKH,W000036,W002262,2,307.792,14,1,2,1,synthetic_normal,normal
TX10008928,2026-03-23 18:13:00,861725,82,W000557,W000512|W001158|W001012|W002281,0.489054,0.030090|0.250635|0.136076|0.068268,0.003986,1,4,0.489054,0.485069,P2WSH,W000557,W000512,2,271.635,7,2,2,1,synthetic_normal,normal
TX10001662,2026-03-23 18:29:00,861726,82,W000894,W001385|W000128|W000880,1.111160,0.529630|0.226560|0.353300,0.00167,1,3,1.11116,1.10949,P2WSH,W000894,W001385,12,86.228,18,1,1,1,synthetic_normal,normal
TX10005377,2026-03-23 19:14:00,861731,82,W002140|W000350|W000264,W001273|W002092|W002113,0.012271|0.392032|0.051347,0.046362|0.054069|0.353708,0.001511,3,3,0.45565,0.454139,P2PKH,W002140,W001273,6,359.21,6,1,1,2,synthetic_normal,normal
TX10006553,2026-03-23 19:17:00,861731,82,W000285|W000017|W001956,W001663|W001972,0.018431|0.098208|0.083596,0.141409|0.056351,0.002474,3,2,0.200235,0.19776,P2WSH,W000285,W001663,13,91.708,3,4,1,1,synthetic_normal,normal
TX10003130,2026-03-23 19:35:00,861733,82,W001676,W001699,0.836455,0.834548,0.001906,1,1,0.836455,0.834548,P2PKH,W001676,W001699,15,312.411,7,3,2,1,synthetic_normal,normal
TX10009403,2026-03-23 19:52:00,861735,82,W001514|W000545,W000360,0.010333|0.201075,0.207811,0.003597,2,1,0.211408,0.207811,P2PKH,W001514,W000360,1,135.312,11,1,2,1,synthetic_normal,normal
TX10004683,2026-03-23 20:02:00,861736,82,W001386|W001860,W000181|W002237,0.267308|0.564451,0.611295|0.219679,0.000785,2,2,0.831759,0.830974,P2PKH,W001386,W000181,5,260.044,11,2,2,1,synthetic_normal,normal
TX10009652,2026-03-23 20:21:00,861738,82,W002450|W001725|W000280,W001004|W002354,0.544847|0.139988|0.351405,0.584383|0.449693,0.002165,3,2,1.03624,1.034076,P2WSH,W002450,W001004,1,19.419,13,1,2,1,synthetic_normal,normal
TX10002807,2026-03-23 20:51:00,861741,82,W000089|W000530|W000944,W001070|W001214|W001266|W000239,0.108122|0.071705|0.595800,0.296262|0.103116|0.067958|0.307352,0.000938,3,4,0.775627,0.774689,P2PKH,W000089,W001070,9,339.241,4,3,2,1,synthetic_normal,normal
TX10005469,2026-03-23 22:00:00,861748,82,W001271,W001955|W000696|W001490|W001621,1.853351,0.316278|1.307235|0.024149|0.202125,0.003563,1,4,1.853351,1.849787,P2WSH,W001271,W001955,9,218.833,2,2,1,2,synthetic_normal,normal
TX10005215,2026-03-23 22:13:00,861749,82,W001438|W000655,W002026|W002458|W001742,0.032524|0.549854,0.190384|0.112938|0.275623,0.003433,2,3,0.582378,0.578945,P2WSH,W001438,W002026,12,261.396,2,4,1,1,synthetic_normal,normal
TX10005934,2026-03-23 22:31:00,861751,82,W000446|W000823,W001782,0.091017|0.248406,0.337249,0.002174,2,1,0.339423,0.337249,P2WPKH,W000446,W001782,15,349.521,1,4,1,2,synthetic_normal,normal
TX10008301,2026-03-23 22:48:00,861752,82,W000150|W000094,W001570|W000961|W000454|W000900,0.305213|0.121947,0.031368|0.114350|0.046442|0.234099,0.000901,2,4,0.427161,0.42626,P2WPKH,W000150,W001570,4,40.352,8,4,2,1,synthetic_normal,normal
